protein_id,reaction_id
Q8UAM7,RHEA:27982
Q8XE52,RHEA:27982
Q8XEU3,RHEA:27982
Q8Y1F2,RHEA:27982
Q8YJI8,RHEA:27982
Q8YM45,RHEA:27982
Q8ZC72,RHEA:27982
Q8ZVX7,RHEA:27982
Q92GQ2,RHEA:27982
Q92UN9,RHEA:27982
Q96Y49,RHEA:27982
Q96ZD9,RHEA:27982
Q979P0,RHEA:27982
Q97D53,RHEA:27982
Q981C9,RHEA:27982
Q98AM3,RHEA:27982
Q98AZ0,RHEA:27982
Q99VR1,RHEA:27982
Q9A3P2,RHEA:27982
Q9CP69,RHEA:27982
Q9HHN8,RHEA:27982
Q9HJL6,RHEA:27982
Q9I4Z2,RHEA:27982
Q9JVT8,RHEA:27982
Q9K0Q9,RHEA:27982
Q9KAP3,RHEA:27982
Q9KS93,RHEA:27982
Q9PCC3,RHEA:27982
Q9V2I3,RHEA:27982
Q9WWW8,RHEA:27982
Q9YBY0,RHEA:27982
Q9ZCM9,RHEA:27982
Q9ZLJ7,RHEA:27982
O70473,RHEA:27986
P14550,RHEA:27986
P50578,RHEA:27986
P51635,RHEA:27986
Q3ZCJ2,RHEA:27986
Q5R5D5,RHEA:27986
Q9JII6,RHEA:27986
P09099,RHEA:27990
Q8LAC4,RHEA:27994
Q9SJM7,RHEA:27994
Q9XWN7,RHEA:27994
P0AEI6,RHEA:27998
A3KMX8,RHEA:28002
A4W8H0,RHEA:28002
A6H630,RHEA:28002
A6TGD7,RHEA:28002
A9MI17,RHEA:28002
B4TCP9,RHEA:28002
B4TQG9,RHEA:28002
B5F0U2,RHEA:28002
B5RF58,RHEA:28002
B5XZ23,RHEA:28002
O94725,RHEA:28002
P32669,RHEA:28002
P58423,RHEA:28002
P58424,RHEA:28002
P78055,RHEA:28002
Q04371,RHEA:28002
Q4R526,RHEA:28002
Q58EM4,RHEA:28002
Q6AXB1,RHEA:28002
Q6AYT5,RHEA:28002
Q6DJA3,RHEA:28002
Q8FBA7,RHEA:28002
Q8FJL3,RHEA:28002
Q8MMH3,RHEA:28002
Q8Z305,RHEA:28002
Q8ZKM8,RHEA:28002
Q97SS2,RHEA:28002
Q9H993,RHEA:28002
Q9UT55,RHEA:28002
A7ZKG4,RHEA:28006
A8AI19,RHEA:28006
A9MH03,RHEA:28006
A9N5Q2,RHEA:28006
B1IV43,RHEA:28006
B1LIV1,RHEA:28006
B4T2Z2,RHEA:28006
B4TET2,RHEA:28006
B4TSS2,RHEA:28006
B5F947,RHEA:28006
B5RBE0,RHEA:28006
B7LT77,RHEA:28006
B7MTJ0,RHEA:28006
B7NAT4,RHEA:28006
B7NL75,RHEA:28006
B7UP73,RHEA:28006
C4ZRZ9,RHEA:28006
P58523,RHEA:28006
P58524,RHEA:28006
P58525,RHEA:28006
Q1RD98,RHEA:28006
Q32ER8,RHEA:28006
Q3Z357,RHEA:28006
Q669J9,RHEA:28006
Q83RT9,RHEA:28006
Q8FIR3,RHEA:28006
P52043,RHEA:28010
Q0WP12,RHEA:28014
Q93V78,RHEA:28014
Q93XC4,RHEA:28014
P9WQ54,RHEA:28022
O15909,RHEA:28038
A0Q2W0,RHEA:28046
A4Y1V6,RHEA:28046
A5VMA5,RHEA:28046
A6TDD9,RHEA:28046
A6TJX7,RHEA:28046
A8AEM8,RHEA:28046
A9KN62,RHEA:28046
A9MLP6,RHEA:28046
B1VB71,RHEA:28046
B7LTW5,RHEA:28046
C7NCT6,RHEA:28046
D1AFM9,RHEA:28046
D2TPR5,RHEA:28046
D5AKU6,RHEA:28046
D5DKA5,RHEA:28046
D5SXM0,RHEA:28046
Q03Q37,RHEA:28046
Q187N2,RHEA:28046
Q21A54,RHEA:28046
Q834M4,RHEA:28046
Q8Y7T9,RHEA:28046
Q8ZND6,RHEA:28046
Q9WYK8,RHEA:28046
Q9XDN5,RHEA:28046
A8JQX3,RHEA:28050
O35710,RHEA:28050
Q58327,RHEA:28050
Q6LX63,RHEA:28050
Q9ET55,RHEA:28050
Q9UK39,RHEA:28050
P42632,RHEA:28054
C5A071,RHEA:28058
B0B9V8,RHEA:28062
F0T4D1,RHEA:28062
P0AC77,RHEA:28062
P0CE14,RHEA:28062
Q3KMF4,RHEA:28062
Q46222,RHEA:28062
Q8VZA5,RHEA:28062
Q9PKI5,RHEA:28062
B0B9V8,RHEA:28066
F0T4D1,RHEA:28066
O66663,RHEA:28066
P0AC77,RHEA:28066
P0CE14,RHEA:28066
P44806,RHEA:28066
Q1RGU8,RHEA:28066
Q3KMF4,RHEA:28066
Q45374,RHEA:28066
Q46222,RHEA:28066
Q4UND5,RHEA:28066
Q68XV7,RHEA:28066
Q8VZA5,RHEA:28066
Q92JE9,RHEA:28066
Q9PKI5,RHEA:28066
Q9ZE58,RHEA:28066
A0AKG3,RHEA:28070
A0JWQ8,RHEA:28070
A0KME5,RHEA:28070
A0L2E7,RHEA:28070
A0L2I3,RHEA:28070
A0LTZ0,RHEA:28070
A0LXT1,RHEA:28070
A0PPP7,RHEA:28070
A0QHX0,RHEA:28070
A0QWY2,RHEA:28070
A0RUY7,RHEA:28070
A0RZ28,RHEA:28070
A1AV76,RHEA:28070
A1BA40,RHEA:28070
A1JNP6,RHEA:28070
A1KAQ4,RHEA:28070
A1R6I0,RHEA:28070
A1RE49,RHEA:28070
A1RE84,RHEA:28070
A1RRA6,RHEA:28070
A1RZ10,RHEA:28070
A1SBD7,RHEA:28070
A1SJR1,RHEA:28070
A1SY55,RHEA:28070
A1T8M8,RHEA:28070
A1TU04,RHEA:28070
A1TWQ8,RHEA:28070
A1URX1,RHEA:28070
A1VD51,RHEA:28070
A1VKM6,RHEA:28070
A1WHP5,RHEA:28070
A2BM25,RHEA:28070
A2BPT0,RHEA:28070
A2BVA8,RHEA:28070
A2C0Q4,RHEA:28070
A2C7D7,RHEA:28070
A2SKN7,RHEA:28070
A3MQ44,RHEA:28070
A3MXH2,RHEA:28070
A3MXJ5,RHEA:28070
A3PBH0,RHEA:28070
A3PZB2,RHEA:28070
A3Q941,RHEA:28070
A3Q9U4,RHEA:28070
A4F9B0,RHEA:28070
A4FBP2,RHEA:28070
A4G936,RHEA:28070
A4ILX0,RHEA:28070
A4JI25,RHEA:28070
A4QEE9,RHEA:28070
A4SPY8,RHEA:28070
A4T079,RHEA:28070
A4TC38,RHEA:28070
A4VS42,RHEA:28070
A4W799,RHEA:28070
A4WIG5,RHEA:28070
A4WQ57,RHEA:28070
A4X9F8,RHEA:28070
A4XNK8,RHEA:28070
A4YC13,RHEA:28070
A4YC85,RHEA:28070
A4YI90,RHEA:28070
A4Z2D2,RHEA:28070
A5CF31,RHEA:28070
A5CRS6,RHEA:28070
A5CXZ0,RHEA:28070
A5EA98,RHEA:28070
A5FJD0,RHEA:28070
A5G0I2,RHEA:28070
A5GCT1,RHEA:28070
A5GMY0,RHEA:28070
A5GRR8,RHEA:28070
A5IHI2,RHEA:28070
A5UPV7,RHEA:28070
A5VD56,RHEA:28070
A5VP40,RHEA:28070
A5VWP2,RHEA:28070
A5VYP1,RHEA:28070
A6H1E4,RHEA:28070
A6T2T7,RHEA:28070
A6T5H1,RHEA:28070
A6U6U6,RHEA:28070
A6UXP9,RHEA:28070
A6V8N8,RHEA:28070
A6VRF6,RHEA:28070
A6WC46,RHEA:28070
A6WU15,RHEA:28070
A6WU49,RHEA:28070
A6WWG0,RHEA:28070
A7GNP0,RHEA:28070
A7GRX3,RHEA:28070
A7H8V9,RHEA:28070
A7HQW1,RHEA:28070
A7MFG8,RHEA:28070
A7N2M2,RHEA:28070
A7N6I9,RHEA:28070
A7N9N4,RHEA:28070
A7NRY4,RHEA:28070
A7Z2K2,RHEA:28070
A7Z4B1,RHEA:28070
A8AK26,RHEA:28070
A8EZ97,RHEA:28070
A8F1B6,RHEA:28070
A8FCU6,RHEA:28070
A8FPN0,RHEA:28070
A8G3G2,RHEA:28070
A8GAQ0,RHEA:28070
A8GN36,RHEA:28070
A8GRQ1,RHEA:28070
A8GVN8,RHEA:28070
A8H9S9,RHEA:28070
A8IDL3,RHEA:28070
A8KYS6,RHEA:28070
A8LHT6,RHEA:28070
A8LW09,RHEA:28070
A8MC59,RHEA:28070
A9CJX3,RHEA:28070
A9GEU3,RHEA:28070
A9HKH7,RHEA:28070
A9HWL4,RHEA:28070
A9IQQ6,RHEA:28070
A9KUX8,RHEA:28070
A9KV13,RHEA:28070
A9MM32,RHEA:28070
A9MWZ0,RHEA:28070
A9VUA6,RHEA:28070
A9WAQ6,RHEA:28070
A9WT38,RHEA:28070
B0C0A5,RHEA:28070
B0CKF4,RHEA:28070
B0JGA8,RHEA:28070
B0KFZ0,RHEA:28070
B0KPE4,RHEA:28070
B0R3W4,RHEA:28070
B0REI2,RHEA:28070
B0SMP1,RHEA:28070
B0T0X6,RHEA:28070
B0TNS4,RHEA:28070
B0UFS2,RHEA:28070
B1HPV1,RHEA:28070
B1HST2,RHEA:28070
B1I6G5,RHEA:28070
B1J467,RHEA:28070
B1JDU9,RHEA:28070
B1JHT2,RHEA:28070
B1KM58,RHEA:28070
B1KQ72,RHEA:28070
B1L5A4,RHEA:28070
B1M595,RHEA:28070
B1MC66,RHEA:28070
B1W108,RHEA:28070
B1XKB3,RHEA:28070
B1XS75,RHEA:28070
B1Y6Q4,RHEA:28070
B1YB28,RHEA:28070
B1YIW5,RHEA:28070
B1YN86,RHEA:28070
B1ZKN8,RHEA:28070
B1ZMT0,RHEA:28070
B2AGR8,RHEA:28070
B2IGJ6,RHEA:28070
B2VHR9,RHEA:28070
B3CN58,RHEA:28070
B3CTF6,RHEA:28070
B3PSB2,RHEA:28070
B4SHI1,RHEA:28070
B5ZSV2,RHEA:28070
B6EQE1,RHEA:28070
B6J736,RHEA:28070
B6JDB7,RHEA:28070
B7IBC0,RHEA:28070
B7IVI2,RHEA:28070
B7K336,RHEA:28070
B7KHX2,RHEA:28070
B7KVJ7,RHEA:28070
B8D9P5,RHEA:28070
B8EPK3,RHEA:28070
B8GPF3,RHEA:28070
B8H7N5,RHEA:28070
B8HMH3,RHEA:28070
B8I9Q3,RHEA:28070
B9DPV9,RHEA:28070
B9EB27,RHEA:28070
B9JAP1,RHEA:28070
B9KLZ5,RHEA:28070
B9MF14,RHEA:28070
C0R2X3,RHEA:28070
C0RHH6,RHEA:28070
C1DG34,RHEA:28070
C1EPV9,RHEA:28070
C3MHJ3,RHEA:28070
C3NEK7,RHEA:28070
C3PN58,RHEA:28070
C4K2Q8,RHEA:28070
C4KHL5,RHEA:28070
C5BFX0,RHEA:28070
C5BKU5,RHEA:28070
C5D862,RHEA:28070
C6DB46,RHEA:28070
O28243,RHEA:28070
O31652,RHEA:28070
O64886,RHEA:28070
O66544,RHEA:28070
P08301,RHEA:28070
P0C150,RHEA:28070
P24009,RHEA:28070
P56938,RHEA:28070
P9WFR6,RHEA:28070
Q01YC2,RHEA:28070
Q04444,RHEA:28070
Q055W1,RHEA:28070
Q057F2,RHEA:28070
Q07HB2,RHEA:28070
Q089F2,RHEA:28070
Q089I2,RHEA:28070
Q0ABY1,RHEA:28070
Q0ADH9,RHEA:28070
Q0AMG9,RHEA:28070
Q0BBM3,RHEA:28070
Q0BNW5,RHEA:28070
Q0BPU7,RHEA:28070
Q0C3D1,RHEA:28070
Q0HDH7,RHEA:28070
Q0HDK5,RHEA:28070
Q0HPR0,RHEA:28070
Q0HPV6,RHEA:28070
Q0I891,RHEA:28070
Q0KER8,RHEA:28070
Q0RH20,RHEA:28070
Q0S0I5,RHEA:28070
Q0VN94,RHEA:28070
Q114N4,RHEA:28070
Q11KD2,RHEA:28070
Q11SZ7,RHEA:28070
Q12887,RHEA:28070
Q12E37,RHEA:28070
Q12IC7,RHEA:28070
Q13CY5,RHEA:28070
Q146A1,RHEA:28070
Q14JF9,RHEA:28070
Q15N01,RHEA:28070
Q15WB8,RHEA:28070
Q167W1,RHEA:28070
Q18JU9,RHEA:28070
Q1BTD0,RHEA:28070
Q1D1K4,RHEA:28070
Q1GE49,RHEA:28070
Q1GTA5,RHEA:28070
Q1H1S8,RHEA:28070
Q1IEP0,RHEA:28070
Q1IGZ4,RHEA:28070
Q1IPI1,RHEA:28070
Q1J1C3,RHEA:28070
Q1LRS0,RHEA:28070
Q1LTJ4,RHEA:28070
Q1MKI5,RHEA:28070
Q1QHV7,RHEA:28070
Q1QYZ3,RHEA:28070
Q1RFB2,RHEA:28070
Q1RI93,RHEA:28070
Q20X25,RHEA:28070
Q21PS1,RHEA:28070
Q21XT4,RHEA:28070
Q28MJ1,RHEA:28070
Q2A5L1,RHEA:28070
Q2G9W3,RHEA:28070
Q2GDE4,RHEA:28070
Q2GFJ2,RHEA:28070
Q2GJ17,RHEA:28070
Q2IPE5,RHEA:28070
Q2IR91,RHEA:28070
Q2JCG7,RHEA:28070
Q2JNL3,RHEA:28070
Q2JQK9,RHEA:28070
Q2KBM1,RHEA:28070
Q2KTX0,RHEA:28070
Q2NCF2,RHEA:28070
Q2NV87,RHEA:28070
Q2NYG1,RHEA:28070
Q2S012,RHEA:28070
Q2SQU8,RHEA:28070
Q2T1F6,RHEA:28070
Q2W548,RHEA:28070
Q2W9D1,RHEA:28070
Q2YCM2,RHEA:28070
Q310M2,RHEA:28070
Q31C87,RHEA:28070
Q325H3,RHEA:28070
Q39CQ5,RHEA:28070
Q39Z26,RHEA:28070
Q3ALZ8,RHEA:28070
Q3AV04,RHEA:28070
Q3BND5,RHEA:28070
Q3IHM5,RHEA:28070
Q3IJQ0,RHEA:28070
Q3INR7,RHEA:28070
Q3IRC9,RHEA:28070
Q3J5F9,RHEA:28070
Q3J6R6,RHEA:28070
Q3JWF7,RHEA:28070
Q3K773,RHEA:28070
Q3KK91,RHEA:28070
Q3MFT6,RHEA:28070
Q3SLW5,RHEA:28070
Q3SW48,RHEA:28070
Q3YR13,RHEA:28070
Q3Z4X5,RHEA:28070
Q46GX1,RHEA:28070
Q476H8,RHEA:28070
Q47G19,RHEA:28070
Q47ND5,RHEA:28070
Q48AB7,RHEA:28070
Q48M92,RHEA:28070
Q493G3,RHEA:28070
Q49WP1,RHEA:28070
Q4FPD2,RHEA:28070
Q4I5G1,RHEA:28070
Q4J8E4,RHEA:28070
Q4JVK2,RHEA:28070
Q4K6M1,RHEA:28070
Q4KKL2,RHEA:28070
Q4L5D0,RHEA:28070
Q4UM22,RHEA:28070
Q4WP81,RHEA:28070
Q4ZXC3,RHEA:28070
Q5BCK8,RHEA:28070
Q5FGC3,RHEA:28070
Q5FPU4,RHEA:28070
Q5GSX9,RHEA:28070
Q5HAA6,RHEA:28070
Q5HQ51,RHEA:28070
Q5L114,RHEA:28070
Q5LNX8,RHEA:28070
Q5N1X0,RHEA:28070
Q5P2E3,RHEA:28070
Q5P9Y8,RHEA:28070
Q5R0Y6,RHEA:28070
Q5R460,RHEA:28070
Q5SLI3,RHEA:28070
Q5V5S6,RHEA:28070
Q5WDX4,RHEA:28070
Q5WZC7,RHEA:28070
Q5X7X6,RHEA:28070
Q5YTS1,RHEA:28070
Q60CP3,RHEA:28070
Q65K13,RHEA:28070
Q66DU5,RHEA:28070
Q67ML5,RHEA:28070
Q6A7G0,RHEA:28070
Q6AF34,RHEA:28070
Q6C0L2,RHEA:28070
Q6D836,RHEA:28070
Q6F9R1,RHEA:28070
Q6G0D0,RHEA:28070
Q6G4C6,RHEA:28070
Q6KZG0,RHEA:28070
Q6L147,RHEA:28070
Q6LVR2,RHEA:28070
Q6MBY2,RHEA:28070
Q6MR11,RHEA:28070
Q6NBJ5,RHEA:28070
Q6NH44,RHEA:28070
Q71XV7,RHEA:28070
Q72B27,RHEA:28070
Q72H22,RHEA:28070
Q72VU2,RHEA:28070
Q73I75,RHEA:28070
Q741B3,RHEA:28070
Q74GM3,RHEA:28070
Q79EF2,RHEA:28070
Q7MDC8,RHEA:28070
Q7N0K3,RHEA:28070
Q7NIL7,RHEA:28070
Q7NQZ3,RHEA:28070
Q7P0G0,RHEA:28070
Q7U021,RHEA:28070
Q7U550,RHEA:28070
Q7UJF4,RHEA:28070
Q7V2M7,RHEA:28070
Q7V638,RHEA:28070
Q7VDD5,RHEA:28070
Q7VRH6,RHEA:28070
Q7VT22,RHEA:28070
Q7W316,RHEA:28070
Q819N1,RHEA:28070
Q81MT8,RHEA:28070
Q829U3,RHEA:28070
Q82VQ6,RHEA:28070
Q83NK0,RHEA:28070
Q83SF7,RHEA:28070
Q87DT0,RHEA:28070
Q87IH5,RHEA:28070
Q87IR2,RHEA:28070
Q887G7,RHEA:28070
Q88RL9,RHEA:28070
Q89AA7,RHEA:28070
Q8CFY5,RHEA:28070
Q8CPM1,RHEA:28070
Q8CXI8,RHEA:28070
Q8D350,RHEA:28070
Q8D6H2,RHEA:28070
Q8DHQ2,RHEA:28070
Q8E8P7,RHEA:28070
Q8FT77,RHEA:28070
Q8K997,RHEA:28070
Q8NX68,RHEA:28070
Q8P487,RHEA:28070
Q8PFU4,RHEA:28070
Q8Y2G4,RHEA:28070
Q8Y5K3,RHEA:28070
Q8YYA3,RHEA:28070
Q8Z8V5,RHEA:28070
Q8ZRC4,RHEA:28070
Q8ZST3,RHEA:28070
Q8ZXD4,RHEA:28070
Q929W0,RHEA:28070
Q92RG8,RHEA:28070
Q970T4,RHEA:28070
Q979K5,RHEA:28070
Q985X0,RHEA:28070
Q98LF1,RHEA:28070
Q99UY7,RHEA:28070
Q9A301,RHEA:28070
Q9CCN4,RHEA:28070
Q9HL05,RHEA:28070
Q9HRJ8,RHEA:28070
Q9I423,RHEA:28070
Q9I719,RHEA:28070
Q9K9M9,RHEA:28070
Q9PDL9,RHEA:28070
Q9RM98,RHEA:28070
Q9RR78,RHEA:28070
Q9UX46,RHEA:28070
Q9WWR5,RHEA:28070
Q9XAC2,RHEA:28070
Q9Y7Y4,RHEA:28070
Q9YAR5,RHEA:28070
Q9ZDI2,RHEA:28070
Q46N53,RHEA:28074
Q5LVV1,RHEA:28074
D9XF45,RHEA:28078
Q3IZ91,RHEA:28082
B0BK71,RHEA:28086
I2DBY1,RHEA:28086
I2DBY2,RHEA:28086
I2DBY3,RHEA:28086
K7N5M8,RHEA:28086
Q47KB1,RHEA:28086
O34753,RHEA:28090
P0AC80,RHEA:28090
P45341,RHEA:28090
Q8XAS7,RHEA:28090
Q8Z386,RHEA:28090
Q8ZAE1,RHEA:28090
Q9CNG8,RHEA:28090
Q9L6R7,RHEA:28090
Q9X1N5,RHEA:28090
A0B9M2,RHEA:28094
A0JWX7,RHEA:28094
A0KQI1,RHEA:28094
A0KZT4,RHEA:28094
A0L9F4,RHEA:28094
A0LG71,RHEA:28094
A0LSX9,RHEA:28094
A0M5T6,RHEA:28094
A0PQW1,RHEA:28094
A0Q210,RHEA:28094
A0QGK1,RHEA:28094
A0QZY5,RHEA:28094
A0R8Y3,RHEA:28094
A0RET0,RHEA:28094
A0RQA9,RHEA:28094
A1A1M3,RHEA:28094
A1AV04,RHEA:28094
A1AW91,RHEA:28094
A1AZA9,RHEA:28094
A1BE93,RHEA:28094
A1JQW4,RHEA:28094
A1K3C4,RHEA:28094
A1R6P8,RHEA:28094
A1RQS3,RHEA:28094
A1S3T2,RHEA:28094
A1SJZ1,RHEA:28094
A1SRC7,RHEA:28094
A1TAS8,RHEA:28094
A1TNT7,RHEA:28094
A1U6U1,RHEA:28094
A1VDC9,RHEA:28094
A1VLZ3,RHEA:28094
A1W560,RHEA:28094
A1WK80,RHEA:28094
A1WUY5,RHEA:28094
A2BQX7,RHEA:28094
A2BWT5,RHEA:28094
A2C1W8,RHEA:28094
A2C666,RHEA:28094
A2RCI8,RHEA:28094
A2RNZ5,RHEA:28094
A2SEL8,RHEA:28094
A3CQ79,RHEA:28094
A3DHS8,RHEA:28094
A3PCQ0,RHEA:28094
A3QBM7,RHEA:28094
A4FFN9,RHEA:28094
A4FX27,RHEA:28094
A4G8J0,RHEA:28094
A4IJS3,RHEA:28094
A4QEA1,RHEA:28094
A4SDF5,RHEA:28094
A4SHM8,RHEA:28094
A4TB90,RHEA:28094
A4VLM0,RHEA:28094
A4VNS0,RHEA:28094
A4W3V2,RHEA:28094
A4WEI9,RHEA:28094
A4WWA0,RHEA:28094
A4XM19,RHEA:28094
A4XUB9,RHEA:28094
A4Y4F7,RHEA:28094
A4YJM2,RHEA:28094
A5CRN8,RHEA:28094
A5CWY7,RHEA:28094
A5D2Q9,RHEA:28094
A5E8M5,RHEA:28094
A5EW93,RHEA:28094
A5FWG2,RHEA:28094
A5GNW2,RHEA:28094
A5GQQ0,RHEA:28094
A5IIP0,RHEA:28094
A5UMH8,RHEA:28094
A5V412,RHEA:28094
A5W499,RHEA:28094
A5WCV5,RHEA:28094
A6H239,RHEA:28094
A6KZJ8,RHEA:28094
A6LEL8,RHEA:28094
A6LJI3,RHEA:28094
A6QA78,RHEA:28094
A6T273,RHEA:28094
A6TE36,RHEA:28094
A6TW45,RHEA:28094
A6UFC2,RHEA:28094
A6UPF1,RHEA:28094
A6UWS5,RHEA:28094
A6V6L2,RHEA:28094
A6VG87,RHEA:28094
A6W915,RHEA:28094
A6WYK2,RHEA:28094
A7H0X7,RHEA:28094
A7H1R9,RHEA:28094
A7H6N5,RHEA:28094
A7HJT4,RHEA:28094
A7HS58,RHEA:28094
A7I0J2,RHEA:28094
A7MJT8,RHEA:28094
A7MWQ3,RHEA:28094
A7Z830,RHEA:28094
A7ZFX1,RHEA:28094
A8APU0,RHEA:28094
A8AYY7,RHEA:28094
A8FK06,RHEA:28094
A8FS68,RHEA:28094
A8G4L8,RHEA:28094
A8GJU8,RHEA:28094
A8H157,RHEA:28094
A8LQR9,RHEA:28094
A8MFV5,RHEA:28094
A8ZXM2,RHEA:28094
A9AAG5,RHEA:28094
A9GC83,RHEA:28094
A9HI81,RHEA:28094
A9HXK3,RHEA:28094
A9KNK1,RHEA:28094
A9M2I7,RHEA:28094
A9MPV8,RHEA:28094
A9NF64,RHEA:28094
A9WSJ0,RHEA:28094
A9WW52,RHEA:28094
B0C1T8,RHEA:28094
B0K0H2,RHEA:28094
B0K909,RHEA:28094
B0KUY1,RHEA:28094
B0SS37,RHEA:28094
B0T669,RHEA:28094
B0TIP2,RHEA:28094
B1I2Y8,RHEA:28094
B1J8R9,RHEA:28094
B1KHE6,RHEA:28094
B1L557,RHEA:28094
B1LC41,RHEA:28094
B1MW96,RHEA:28094
B1W4P7,RHEA:28094
B1XTA2,RHEA:28094
B1YIX1,RHEA:28094
B2FHB6,RHEA:28094
B2GDY8,RHEA:28094
B2GIP7,RHEA:28094
B2HFY7,RHEA:28094
B2HXY4,RHEA:28094
B2KE93,RHEA:28094
B2RI95,RHEA:28094
B2RZW9,RHEA:28094
B2U7E0,RHEA:28094
B2V5I7,RHEA:28094
B2VGJ3,RHEA:28094
B3E171,RHEA:28094
B3E340,RHEA:28094
B3EEG6,RHEA:28094
B3ELU5,RHEA:28094
B3PI58,RHEA:28094
B3PYJ1,RHEA:28094
B3QQ95,RHEA:28094
B3QW96,RHEA:28094
B3WCK5,RHEA:28094
B4RCI1,RHEA:28094
B4RQE0,RHEA:28094
B4RY28,RHEA:28094
B4S3H1,RHEA:28094
B4SDS7,RHEA:28094
B4SRU3,RHEA:28094
B4U4X0,RHEA:28094
B4ULG0,RHEA:28094
B5FB78,RHEA:28094
B5FHU0,RHEA:28094
B5RL84,RHEA:28094
B5RR78,RHEA:28094
B5XJR7,RHEA:28094
B5XU34,RHEA:28094
B5YID8,RHEA:28094
B5ZYG2,RHEA:28094
B6EM11,RHEA:28094
B6JCL3,RHEA:28094
B7GJC8,RHEA:28094
B7GR11,RHEA:28094
B7I7L7,RHEA:28094
B7IFS1,RHEA:28094
B7LQD5,RHEA:28094
B7NJS0,RHEA:28094
B7UIW5,RHEA:28094
B7VAE6,RHEA:28094
B7VIW0,RHEA:28094
B8CJF5,RHEA:28094
B8CWG2,RHEA:28094
B8D6X4,RHEA:28094
B8DUF9,RHEA:28094
B8EBV1,RHEA:28094
B8FAZ7,RHEA:28094
B8FX50,RHEA:28094
B8GUR7,RHEA:28094
B8H8K7,RHEA:28094
B8I004,RHEA:28094
B8J0P3,RHEA:28094
B8J8T6,RHEA:28094
B9DK59,RHEA:28094
B9EA92,RHEA:28094
B9KYE6,RHEA:28094
B9L7I2,RHEA:28094
B9M0D1,RHEA:28094
B9MFI6,RHEA:28094
B9MKR9,RHEA:28094
C0M8J5,RHEA:28094
C0MG10,RHEA:28094
C0PYX8,RHEA:28094
C0QC99,RHEA:28094
C0QU08,RHEA:28094
C1A8L5,RHEA:28094
C1AQ52,RHEA:28094
C1CVN6,RHEA:28094
C1D4X7,RHEA:28094
C1DLV7,RHEA:28094
C3MCT9,RHEA:28094
C3MWB6,RHEA:28094
C3NBN0,RHEA:28094
C3NJZ2,RHEA:28094
C4KFQ2,RHEA:28094
C4XT96,RHEA:28094
C5BRP6,RHEA:28094
C5CBT8,RHEA:28094
C5CGT6,RHEA:28094
C5CTM8,RHEA:28094
C5D3Y4,RHEA:28094
C6BUE1,RHEA:28094
C6DDL8,RHEA:28094
O27479,RHEA:28094
O51273,RHEA:28094
O67939,RHEA:28094
P0A926,RHEA:28094
P39438,RHEA:28094
P44570,RHEA:28094
P57170,RHEA:28094
P58740,RHEA:28094
P58741,RHEA:28094
P59523,RHEA:28094
P60933,RHEA:28094
P60936,RHEA:28094
P60937,RHEA:28094
P60938,RHEA:28094
P60939,RHEA:28094
P60940,RHEA:28094
P60941,RHEA:28094
P60942,RHEA:28094
P62462,RHEA:28094
P62464,RHEA:28094
P62466,RHEA:28094
P62467,RHEA:28094
P67389,RHEA:28094
P67391,RHEA:28094
P75806,RHEA:28094
P80143,RHEA:28094
P94507,RHEA:28094
P94571,RHEA:28094
P9WFF9,RHEA:28094
Q01WE6,RHEA:28094
Q02LA5,RHEA:28094
Q02VT8,RHEA:28094
Q03AR6,RHEA:28094
Q03MN6,RHEA:28094
Q03ZT9,RHEA:28094
Q04D15,RHEA:28094
Q04FK3,RHEA:28094
Q04M23,RHEA:28094
Q050C7,RHEA:28094
Q07UC1,RHEA:28094
Q07YT7,RHEA:28094
Q0AAG2,RHEA:28094
Q0AJJ0,RHEA:28094
Q0ATH6,RHEA:28094
Q0AXH9,RHEA:28094
Q0BGG1,RHEA:28094
Q0BHM0,RHEA:28094
Q0BTT3,RHEA:28094
Q0C618,RHEA:28094
Q0HG46,RHEA:28094
Q0HSD9,RHEA:28094
Q0I740,RHEA:28094
Q0K7S4,RHEA:28094
Q0RHR9,RHEA:28094
Q0RJJ1,RHEA:28094
Q0RKT0,RHEA:28094
Q0SIC2,RHEA:28094
Q0SNQ3,RHEA:28094
Q0STN1,RHEA:28094
Q0TRA5,RHEA:28094
Q0VQH0,RHEA:28094
Q10VH5,RHEA:28094
Q11CA6,RHEA:28094
Q11WJ0,RHEA:28094
Q127N8,RHEA:28094
Q12KC1,RHEA:28094
Q12UC1,RHEA:28094
Q13ES7,RHEA:28094
Q13V13,RHEA:28094
Q13W85,RHEA:28094
Q15X16,RHEA:28094
Q16DZ2,RHEA:28094
Q184H7,RHEA:28094
Q18BJ5,RHEA:28094
Q1AWM0,RHEA:28094
Q1B769,RHEA:28094
Q1BXA8,RHEA:28094
Q1BYF5,RHEA:28094
Q1CY86,RHEA:28094
Q1GB63,RHEA:28094
Q1GCR3,RHEA:28094
Q1GR76,RHEA:28094
Q1GY95,RHEA:28094
Q1I9H0,RHEA:28094
Q1IPW7,RHEA:28094
Q1IZI4,RHEA:28094
Q1JIM0,RHEA:28094
Q1JNH1,RHEA:28094
Q1LJU8,RHEA:28094
Q1LSL8,RHEA:28094
Q1MMI4,RHEA:28094
Q1MQW6,RHEA:28094
Q1Q993,RHEA:28094
Q1QRR2,RHEA:28094
