candidate_id,evidence_quality_tier,domain_family,pfam_architecture,protein_name,organism_name,query_appearance_count,total_appearance_count,best_rank,mean_rank,compatible_appearances,mismatch_or_unsupported_appearances,query_fraction
A0AAV9E4M2,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Acorus calamus (Sweet flag),2,2,24,33.5,0,2,0.008333333333333333
A0A0K9PEL3,D_named_predicted,plant_like_classI_II,plant_tps_full,"Clade-E Terpene synthase, putative Ent-kaur-16-ene synthase, chloroplastic",Zostera marina (Eelgrass),2,2,25,59.5,2,0,0.008333333333333333
A0A194VAU3,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Cytospora mali (Apple Valsa canker fungus) (Valsa mali),2,2,25,31.5,2,0,0.008333333333333333
A0A9Q0F943,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Turnera subulata,2,2,25,57.0,0,2,0.008333333333333333
M7XGU0,D_named_predicted,bacterial_classI,bacterial_classI,"Terpene synthase, metal-binding protein",Mariniradius saccharolyticus AK6,2,2,25,41.0,2,0,0.008333333333333333
A0A2G2XLZ2,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,"Copal-8-ol diphosphate hydratase, chloroplastic",Capsicum baccatum (Peruvian pepper),2,2,26,48.5,0,2,0.008333333333333333
A0A811SJK6,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Miscanthus lutarioriparius,2,2,26,42.5,0,2,0.008333333333333333
A0A8T2QV32,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Ceratopteris richardii (Triangle waterfern),2,2,26,36.5,2,0,0.008333333333333333
A0AAN8MVR4,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Orbilia javanica,2,2,26,39.5,0,2,0.008333333333333333
A0ABC8SP77,C_homology_named,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Ilex paraguariensis (yerba mate),2,2,26,60.5,0,2,0.008333333333333333
A0ABV4T4X8,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Methyltransferase domain-containing protein,Pyrococcus kukulkanii,2,2,26,58.5,0,2,0.008333333333333333
A0A2S1JL02,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Terpene synthase,Pelargonium graveolens (rose geranium),2,2,27,45.5,2,0,0.008333333333333333
A0A395N997,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Trichoderma arundinaceum,2,2,27,41.0,2,0,0.008333333333333333
A0A835U9U7,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Vanilla planifolia (Vanilla),2,2,27,39.0,0,2,0.008333333333333333
A0A8B9A7B4,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,"(E,E)-geranyllinalool synthase-like",Phoenix dactylifera (Date palm),2,2,27,42.5,0,2,0.008333333333333333
A0A918QIN0,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Streptomyces inusitatus,2,2,27,48.5,2,0,0.008333333333333333
A0AAD6I3A1,D_named_predicted,bacterial_classI,bacterial_classI,Terpenoid synthase,Penicillium canescens,2,2,27,49.5,2,0,0.008333333333333333
A0AAD7PUU1,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase,Quillaja saponaria (Soap bark tree),2,2,27,55.0,0,2,0.008333333333333333
A0AAP0BEU4,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,(+)-delta-cadinene synthase,Platanthera zijinensis,2,2,27,27.5,0,2,0.008333333333333333
A0AAV7GQP4,D_named_predicted,plant_like_classI_II,plant_tps_full,Terpene synthase,Dendrobium chrysotoxum (Orchid),2,2,27,51.5,1,1,0.008333333333333333
D8T3T7,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Selaginella moellendorffii (Gemmiferous spikemoss) (Kungiselaginella moellendorffii),2,2,27,61.0,2,0,0.008333333333333333
A0A078JCX8,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,BnaC04g54640D protein,Brassica napus (Rape),2,2,28,56.0,0,2,0.008333333333333333
A0A0K1EPK9,C_homology_named,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Chondromyces crocatus,2,2,28,51.5,0,2,0.008333333333333333
A0A395HVR7,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Aspergillus homomorphus (strain CBS 101889),2,2,28,44.0,0,2,0.008333333333333333
A0A6P6FYH2,D_named_predicted,plant_like_classI_II,plant_tps_full,(-)-germacrene D synthase-like,Ziziphus jujuba (Chinese jujube) (Ziziphus sativa),2,2,28,59.5,2,0,0.008333333333333333
A0A7D5L9H7,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Halorarum salinum,2,2,28,56.5,0,2,0.008333333333333333
A0A845QID3,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Fibronectin type-III domain-containing protein,Anaerotruncus colihominis,2,2,28,38.5,0,2,0.008333333333333333
A0AAD4VY10,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Prunus dulcis (Almond) (Amygdalus dulcis),2,2,28,36.0,0,2,0.008333333333333333
A0AAV5KWK5,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Rubroshorea leprosula,2,2,28,37.0,0,2,0.008333333333333333
A0ABD1BIQ2,C_homology_named,plant_like_classI_II,plant_tps_single_PF03936,Terpenoid synthase 17,Cardamine amara subsp. amara,2,2,28,38.0,0,2,0.008333333333333333
A0ABR0SIR6,C_homology_named,bacterial_classI,bacterial_classI,Cytochrome P450 monooxygenase CLM2,Cladobotryum mycophilum,2,2,28,42.0,2,0,0.008333333333333333
A1DLG8,D_named_predicted,bacterial_classI,bacterial_classI,Terpenoid synthase,Aspergillus fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Neosartorya fischeri),2,2,28,43.5,2,0,0.008333333333333333
A0A165F4N7,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Laetiporus sulphureus 93-53,2,2,29,59.0,2,0,0.008333333333333333
A0A2G8S3W6,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Ganoderma sinense ZZ0214-1,2,2,29,44.5,2,0,0.008333333333333333
A0A2H5Q857,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Citrus unshiu (Satsuma mandarin) (Citrus nobilis var. unshiu),2,2,29,52.0,0,2,0.008333333333333333
A0A5B8JI13,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces qinzhouensis,2,2,29,45.5,2,0,0.008333333333333333
A0A5N6IBL4,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Aspergillus pseudonomiae,2,2,29,52.0,2,0,0.008333333333333333
A0A5N6MBR5,D_named_predicted,plant_like_classI_II,plant_tps_full,Terpene synthase metal-binding domain-containing protein,Mikania micrantha (bitter vine),2,2,29,44.0,2,0,0.008333333333333333
A0A9W8K0U6,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Agrocybe chaxingu,2,2,29,29.5,2,0,0.008333333333333333
A0AAD8TIW9,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Lolium multiflorum (Italian ryegrass) (Lolium perenne subsp. multiflorum),2,2,29,45.5,0,2,0.008333333333333333
A0ABX7P5Z9,C_homology_named,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Pyxidicoccus parkwayensis,2,2,29,46.0,1,1,0.008333333333333333
A0ACC1WTW9,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Copalyl diphosphate synthase,Melia azedarach (Chinaberry tree),2,2,29,63.0,0,2,0.008333333333333333
A0A144J2C9,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Linalool synthase,Lilium sp. BT-2016,2,2,30,35.5,2,0,0.008333333333333333
A0A1J9RNJ6,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Diplodia corticola,2,2,30,46.5,2,0,0.008333333333333333
A0A4S8JES1,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Musa balbisiana (Banana),2,2,30,53.5,0,2,0.008333333333333333
A0A8K0IB69,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,S-linalool synthase-like,Cocos nucifera (Coconut palm),2,2,30,60.5,0,2,0.008333333333333333
A0A8T2YBU6,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Populus deltoides (Eastern poplar) (Eastern cottonwood),2,2,30,64.5,0,2,0.008333333333333333
A0A9J5W7P8,C_homology_named,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Solanum commersonii (Commerson's wild potato) (Commerson's nightshade),2,2,30,62.0,0,2,0.008333333333333333
A0A9Q0BGH7,D_named_predicted,bacterial_classI,bacterial_classI,Terpenoid synthase,Emericellopsis cladophorae,2,2,30,37.5,2,0,0.008333333333333333
A0A9W7J882,C_homology_named,plant_like_classI_II,plant_tps_full,Terpene synthase 21,Hibiscus trionum (Flower of an hour),2,2,30,60.5,2,0,0.008333333333333333
A0AA95ZAJ5,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Terpene synthase,Psidium guajava (Guava) (Psidium pyriferum),2,2,30,43.0,2,0,0.008333333333333333
A0ABR3PN69,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Neodothiora populina,2,2,30,53.0,2,0,0.008333333333333333
A0ACB9D325,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Cichorium intybus (Chicory),2,2,30,50.0,0,2,0.008333333333333333
D2UX19,D_named_predicted,bacterial_classI,bacterial_classI,Predicted protein,Naegleria gruberi (Amoeba),2,2,30,54.0,2,0,0.008333333333333333
A0A1E5P117,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces subrutilus,2,2,31,42.5,2,0,0.008333333333333333
A0A2G5D465,C_homology_named,triterpene_cyclase,osc_full,Squalene cyclase N-terminal domain-containing protein,Aquilegia coerulea (Rocky mountain columbine),2,2,31,57.0,1,1,0.008333333333333333
A0A518DIV8,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Pirellulimonas nuda,2,2,31,59.0,0,2,0.008333333333333333
A0A934RNH6,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Terpene cyclase/mutase family protein,Roseibacillus ishigakijimensis,2,2,31,35.0,0,2,0.008333333333333333
A0AAD5BJU6,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Ambrosia artemisiifolia (Common ragweed),2,2,31,54.5,0,2,0.008333333333333333
A0AB40ARU2,D_named_predicted,plant_like_classI_II,plant_tps_full,"Bifunctional abietadiene synthase, chloroplastic-like",Dioscorea cayennensis subsp. rotundata (White Guinea yam) (Dioscorea rotundata),2,2,31,41.0,2,0,0.008333333333333333
A0ABQ6X2G0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Aspergillus pseudocaelatus,2,2,31,56.0,2,0,0.008333333333333333
D8R6J2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Selaginella moellendorffii (Gemmiferous spikemoss) (Kungiselaginella moellendorffii),2,2,31,51.5,0,2,0.008333333333333333
A0A0D7AM14,D_named_predicted,bacterial_classI,bacterial_classI,Terpenoid synthase,Fistulina hepatica ATCC 64428,2,2,32,57.5,2,0,0.008333333333333333
A0A0P0Y1B3,B_experimental_or_transcript_named,triterpene_cyclase,osc_domain_fragment,Os11g0286800 protein,Oryza sativa subsp. japonica (Rice),2,2,32,45.0,0,2,0.008333333333333333
A0A1H7MB41,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Olivibacter domesticus (Pseudosphingobacterium domesticum),2,2,32,56.0,2,0,0.008333333333333333
A0A2P6S2I2,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Putative (E)-beta-ocimene synthase (EC 4.2.3.106),Rosa chinensis (China rose),2,2,32,54.0,0,2,0.008333333333333333
A0A370TZU5,D_named_predicted,triterpene_cyclase,osc_full,Terpene cyclase family member,Venustampulla echinocandica,2,2,32,37.0,1,1,0.008333333333333333
A0A6A6KRF5,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis),2,2,32,59.0,0,2,0.008333333333333333
A0A6A6MBI2,C_homology_named,plant_like_classI_II,plant_tps_full,Terpene synthase N-terminal domain-containing protein,Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis),2,2,32,58.0,2,0,0.008333333333333333
A0A7W8B6Z3,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces spectabilis,2,2,32,47.0,2,0,0.008333333333333333
A0A8H6CQV8,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Letharia lupina,2,2,32,49.5,2,0,0.008333333333333333
A0AAD5CM32,C_homology_named,triterpene_cyclase,osc_full,Terpene cyclase/mutase family member,Ambrosia artemisiifolia (Common ragweed),2,2,32,35.0,2,0,0.008333333333333333
A0AAW0FXB4,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Cerrena zonata,2,2,32,50.5,1,1,0.008333333333333333
A0ABQ7L660,C_homology_named,plant_like_classI_II,plant_tps_full,Terpenoid synthase,Brassica rapa subsp. trilocularis,2,2,32,46.5,1,1,0.008333333333333333
A0ABR2CVI6,C_homology_named,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Hibiscus sabdariffa (roselle),2,2,32,35.0,0,2,0.008333333333333333
A0ACB9N5R7,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Bauhinia variegata (Purple orchid tree) (Phanera variegata),2,2,32,34.5,0,2,0.008333333333333333
A0A0C9XHU2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Laccaria amethystina LaAM-08-1,2,2,33,40.0,0,2,0.008333333333333333
A0A0F7ZM41,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Hirsutella minnesotensis 3608,2,2,33,36.0,2,0,0.008333333333333333
A0AAN6XZS0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Rhypophila decipiens,2,2,33,61.0,1,1,0.008333333333333333
A0A0C2TFR0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Amanita muscaria (strain Koide BX008),2,2,34,63.5,2,0,0.008333333333333333
A0A0G2H655,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Diaporthe ampelina,2,2,34,64.5,2,0,0.008333333333333333
A0A164H4E9,C_homology_named,bacterial_classI,bacterial_classI,2-methylisoborneol synthase (EC 4.2.3.118),Nocardia terpenica,2,2,34,57.0,2,0,0.008333333333333333
A0A1L9T4I0,C_homology_named,triterpene_cyclase,osc_full,Terpene cyclase/mutase family member (EC 5.4.99.-),Aspergillus sydowii CBS 593.65,2,2,34,39.0,2,0,0.008333333333333333
A0A2P6S2H0,D_named_predicted,plant_like_classI_II,plant_tps_full,Putative (E)-beta-ocimene synthase (EC 4.2.3.106),Rosa chinensis (China rose),2,2,34,37.5,2,0,0.008333333333333333
A0A8K0ICS5,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,S-linalool synthase,Cocos nucifera (Coconut palm),2,2,34,48.5,0,2,0.008333333333333333
A0AA39WYP8,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Immersiella caudata,2,2,34,38.5,0,2,0.008333333333333333
A0AAD5W226,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase,Leucocoprinus birnbaumii,2,2,34,47.5,2,0,0.008333333333333333
A0AAN7B5Q4,C_homology_named,triterpene_cyclase,osc_full,Terpene cyclase/mutase family member (EC 5.4.99.-),Rhypophila decipiens,2,2,34,58.0,1,1,0.008333333333333333
A0ABP6D4K1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces vastus,2,2,34,57.5,1,1,0.008333333333333333
D8RLW8,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Selaginella moellendorffii (Gemmiferous spikemoss) (Kungiselaginella moellendorffii),2,2,34,43.0,2,0,0.008333333333333333
Q1PFL9,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase/cyclase family protein,Arabidopsis thaliana (Mouse-ear cress),2,2,34,50.0,0,2,0.008333333333333333
A0A2G5D441,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Aquilegia coerulea (Rocky mountain columbine),2,2,35,59.5,0,2,0.008333333333333333
A0A2K0WRZ5,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Gibberella nygamai (Bean root rot disease fungus) (Fusarium nygamai),2,2,35,47.5,2,0,0.008333333333333333
A0A409WMF2,C_homology_named,triterpene_cyclase,osc_full,Terpene cyclase/mutase family member,Psilocybe cyanescens,2,2,35,52.5,0,2,0.008333333333333333
A0A804KD26,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),2,2,35,57.5,0,2,0.008333333333333333
A0A9D4UG20,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Adiantum capillus-veneris (Maidenhair fern),2,2,35,61.5,2,0,0.008333333333333333
A0AA39GII1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Sarocladium strictum (Black bundle disease fungus) (Acremonium strictum),2,2,35,58.5,2,0,0.008333333333333333
A0AAD5NGJ5,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Acer negundo (Box elder),2,2,35,41.0,0,2,0.008333333333333333
A0ABD1NXA8,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Germacrene-D synthase,Forsythia ovata,2,2,35,59.0,0,2,0.008333333333333333
A0ACB9R762,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Melastoma candidum,2,2,35,52.0,0,2,0.008333333333333333
A0A022QGZ1,C_homology_named,triterpene_cyclase,osc_full,Terpene cyclase/mutase family member,Erythranthe guttata (Yellow monkey flower) (Mimulus guttatus),2,2,36,44.5,2,0,0.008333333333333333
A0A076MP76,D_named_predicted,bacterial_classI,bacterial_classI,Terpene cyclase,Amycolatopsis methanolica 239,2,2,36,53.5,1,1,0.008333333333333333
A0A540KAT3,D_named_predicted,plant_like_classI_II,plant_tps_full,Terpene synthase metal-binding domain-containing protein,Malus baccata (Siberian crab apple) (Pyrus baccata),2,2,36,58.5,2,0,0.008333333333333333
A0A5N6Q8N1,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Carpinus fangiana,2,2,36,39.0,0,2,0.008333333333333333
A0A8E2JUB6,D_named_predicted,bacterial_classI,bacterial_classI,Terpenoid synthase,Glonium stellatum,2,2,36,60.5,2,0,0.008333333333333333
A0A8K1B1L3,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,TPS39,Juglans sigillata,2,2,36,45.0,2,0,0.008333333333333333
A0ACC0PS04,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Rhododendron molle (Chinese azalea) (Azalea mollis),2,2,36,61.0,0,2,0.008333333333333333
D8RCL2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Selaginella moellendorffii (Gemmiferous spikemoss) (Kungiselaginella moellendorffii),2,2,36,57.0,2,0,0.008333333333333333
A0A0M3KL36,B_experimental_or_transcript_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces lydicus,2,2,37,63.0,2,0,0.008333333333333333
A0A1G9QZJ0,D_named_predicted,bacterial_classI,bacterial_classI,"Terpene synthase family, metal binding domain",Allokutzneria albata (Kibdelosporangium albatum),2,2,37,61.5,2,0,0.008333333333333333
A0A1L9S513,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Penicilliopsis zonata CBS 506.65,2,2,37,48.5,2,0,0.008333333333333333
A0A8H4ASB8,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Prenyltransferase,Gigaspora margarita,2,2,37,49.0,0,2,0.008333333333333333
A0A8K0VVA4,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Paraphoma chrysanthemicola,2,2,37,51.5,2,0,0.008333333333333333
A0A8T0PV38,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Panicum virgatum (Blackwell switchgrass),2,2,37,50.5,0,2,0.008333333333333333
A0A067K2C7,C_homology_named,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Jatropha curcas (Barbados nut),2,2,38,57.5,0,2,0.008333333333333333
A0A076U5E5,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,SS4,Aquilaria sinensis,2,2,38,42.0,2,0,0.008333333333333333
A0A0E0KDZ7,D_named_predicted,plant_like_classI_II,plant_tps_full,Terpene synthase metal-binding domain-containing protein,Oryza punctata (Red rice),2,2,38,58.5,2,0,0.008333333333333333
A0A1V6QZ98,D_named_predicted,triterpene_cyclase,osc_domain_fragment,Squalene cyclase N-terminal domain-containing protein,Penicillium solitum,2,2,38,56.5,0,2,0.008333333333333333
A0A4R5USK1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Algoriphagus formosus,2,2,38,50.5,2,0,0.008333333333333333
A0A6A6MTP4,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis),2,2,38,63.5,0,2,0.008333333333333333
A0A7J6VP83,D_named_predicted,plant_like_classI_II,plant_tps_full,Alpha-terpineol synthase protein,Thalictrum thalictroides (Rue-anemone) (Anemone thalictroides),2,2,38,42.5,2,0,0.008333333333333333
A0A8F2ZGH8,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Beta-phellandrene synthase,Pistacia terebinthus subsp. palaestina,2,2,38,60.0,2,0,0.008333333333333333
A0A9P5PPJ1,D_named_predicted,bacterial_classI,bacterial_classI,Isoprenoid synthase domain-containing protein,Rhodocollybia butyracea,2,2,38,58.0,2,0,0.008333333333333333
A0AA95ZA63,B_experimental_or_transcript_named,plant_like_classI_II+bacterial_classI,bacterial_classI,Terpene synthase,Psidium guajava (Guava) (Psidium pyriferum),2,2,38,46.0,2,0,0.008333333333333333
A0AAD8TB18,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Lolium multiflorum (Italian ryegrass) (Lolium perenne subsp. multiflorum),2,2,38,68.0,0,2,0.008333333333333333
A0ABR1VX81,D_named_predicted,triterpene_cyclase,osc_domain_fragment,Squalene cyclase N-terminal domain-containing protein,Apiospora hydei,2,2,38,64.5,0,2,0.008333333333333333
A0ABT4A0Q6,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Archangium lansingense,2,2,38,59.5,2,0,0.008333333333333333
A0A165EHB2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Calocera cornea HHB12733,2,2,39,66.0,2,0,0.008333333333333333
A0A194WT55,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Mollisia scopiformis (Conifer needle endophyte fungus) (Phialocephala scopiformis),2,2,39,59.5,1,1,0.008333333333333333
A0A2S4L703,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Tolypocladium paradoxum,2,2,39,44.5,2,0,0.008333333333333333
A0A2U1M2F2,C_homology_named,triterpene_cyclase,osc_full,Squalene cyclase,Artemisia annua (Sweet wormwood),2,2,39,54.5,2,0,0.008333333333333333
A0A453JIJ8,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Aegilops tauschii subsp. strangulata (Goatgrass),2,2,39,46.5,0,2,0.008333333333333333
A0A5B9QBU1,C_homology_named,triterpene_cyclase,osc_full,Squalene--hopene cyclase (EC 4.2.1.129),Bythopirellula goksoeyrii,2,2,39,56.0,0,2,0.008333333333333333
A0A8J7GPI5,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Longispora fulva,2,2,39,69.5,2,0,0.008333333333333333
A0ABP6WJ76,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Nocardioides daeguensis,2,2,39,49.0,0,2,0.008333333333333333
A0ABY9D3G2,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Vitis vinifera (Grape),2,2,39,61.5,0,2,0.008333333333333333
W9SFT6,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,"(E,E)-alpha-farnesene synthase",Morus notabilis,2,2,39,47.0,0,2,0.008333333333333333
A0A010R823,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Colletotrichum fioriniae PJ7,2,2,40,44.5,1,1,0.008333333333333333
A0A1P8B581,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Terpenoid synthase superfamily protein,Arabidopsis thaliana (Mouse-ear cress),2,2,40,54.0,1,1,0.008333333333333333
A0A286RCU8,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Thermogutta terrifontis,2,2,40,42.0,0,2,0.008333333333333333
A0A2R6NQ11,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Hermanssonia centrifuga,2,2,40,45.0,1,1,0.008333333333333333
A0A5C6D5M4,C_homology_named,triterpene_cyclase,osc_full,Sporulenol synthase (EC 4.2.1.137),Novipirellula artificiosorum,2,2,40,55.0,0,2,0.008333333333333333
A0A5J4JP49,C_homology_named,triterpene_cyclase,osc_full,Squalene--hopene cyclase,Weizmannia acidilactici,2,2,40,41.0,1,1,0.008333333333333333
A0A8J5FB98,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Zingiber officinale (Ginger) (Amomum zingiber),2,2,40,52.0,0,2,0.008333333333333333
A0A977T773,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Terpene synthase 29,Aquilaria sinensis,2,2,40,58.0,2,0,0.008333333333333333
