representative,entry,cluster_id,min_sequence_identity,cluster_size
O22340,Q9M7D1,O22340,0.5,56
O22340,R9QMQ9,O22340,0.5,56
O22340,R9QMR0,O22340,0.5,56
O22340,R9QMR1,O22340,0.5,56
O22340,R9QMR2,O22340,0.5,56
O22340,R9QMR3,O22340,0.5,56
O22340,R9QMR4,O22340,0.5,56
O22340,R9QMR5,O22340,0.5,56
O22340,R9QMR6,O22340,0.5,56
O22340,R9QMW1,O22340,0.5,56
O22340,R9QMW2,O22340,0.5,56
O22340,R9QMW3,O22340,0.5,56
O22340,R9QMW4,O22340,0.5,56
O22340,R9QMW5,O22340,0.5,56
O22340,R9QMW6,O22340,0.5,56
O22340,R9QMW7,O22340,0.5,56
O22340,R9QMW8,O22340,0.5,56
O22340,R9QMY7,O22340,0.5,56
O22340,R9QMY8,O22340,0.5,56
O22340,R9QMY9,O22340,0.5,56
O22340,R9QMZ0,O22340,0.5,56
O23390,O23390,O23390,0.5,7
O23390,Q9FI37,O23390,0.5,7
O23390,Q9FJV8,O23390,0.5,7
O23390,Q9FR95,O23390,0.5,7
O23390,Q9LS68,O23390,0.5,7
O23390,Q9LVY2,O23390,0.5,7
O23390,Q9SYN1,O23390,0.5,7
O34707,O34707,O34707,0.5,1
O48651,O48651,O48651,0.5,1
O50406,O50406,O50406,0.5,1
P00183,P00183,P00183,0.5,1
P0CJ42,P0CJ42,P0CJ42,0.5,2
P0CJ42,P0CJ43,P0CJ42,0.5,2
P0CU77,P0CU77,P0CU77,0.5,1
P0CV94,A0A4Y5QWA6,P0CV94,0.5,11
P0CV94,A0A4Y5QZ62,P0CV94,0.5,11
P0CV94,B9RHX7,P0CV94,0.5,11
P0CV94,B9RXW4,P0CV94,0.5,11
P0CV94,I1M2G5,P0CV94,0.5,11
P0CV94,P0CV94,P0CV94,0.5,11
P0CV94,P0CV95,P0CV94,0.5,11
P0CV94,P0CV96,P0CV94,0.5,11
P0CV94,Q84NC9,P0CV94,0.5,11
P0CV94,Q84ND0,P0CV94,0.5,11
P0CV94,Q84UV0,P0CV94,0.5,11
P0CV97,A0A1V0QSF3,P0CV97,0.5,16
P0CV97,A0A1V0QSF6,P0CV97,0.5,16
P0CV97,A0A1V0QSG6,P0CV97,0.5,16
P0CV97,A0A4Y5L9K3,P0CV97,0.5,16
P0CV97,A0A4Y5QVX6,P0CV97,0.5,16
P0CV97,A0A7J6HK32,P0CV97,0.5,16
P0CV97,B5A435,P0CV97,0.5,16
P0CV97,B6SCF5,P0CV97,0.5,16
P0CV97,B6SCF6,P0CV97,0.5,16
P0CV97,E3W207,P0CV97,0.5,16
P0CV97,E3W208,P0CV97,0.5,16
P0CV97,F6M8H5,P0CV97,0.5,16
P0CV97,F6M8H7,P0CV97,0.5,16
P0CV97,G8H5M7,P0CV97,0.5,16
P0CV97,O23945,P0CV97,0.5,16
P0CV97,P0CV97,P0CV97,0.5,16
P0DO42,A0A159AKG3,P0DO42,0.5,9
P0DO42,P0DO35,P0DO42,0.5,9
P0DO42,P0DO36,P0DO42,0.5,9
P0DO42,P0DO37,P0DO42,0.5,9
P0DO42,P0DO38,P0DO42,0.5,9
P0DO42,P0DO39,P0DO42,0.5,9
P0DO42,P0DO40,P0DO42,0.5,9
P0DO42,P0DO41,P0DO42,0.5,9
P0DO42,P0DO42,P0DO42,0.5,9
P0DO47,G5CV52,P0DO47,0.5,6
P0DO47,G8H5N0,P0DO47,0.5,6
P0DO47,G8H5N2,P0DO47,0.5,6
P0DO47,G8H5N3,P0DO47,0.5,6
P0DO47,P0DO46,P0DO47,0.5,6
P0DO47,P0DO47,P0DO47,0.5,6
P0DPK6,P0DPK6,P0DPK6,0.5,1
P0DXW0,P0DXW0,P0DXW0,0.5,2
P0DXW0,P9WEG7,P0DXW0,0.5,2
P13513,O13489,P13513,0.5,17
P13513,O59947,P13513,0.5,17
P13513,P13513,P13513,0.5,17
P13513,P27679,P13513,0.5,17
P13513,Q00835,P13513,0.5,17
P13513,Q00909,P13513,0.5,17
P13513,Q6A1B7,P13513,0.5,17
P13513,Q7LJF8,P13513,0.5,17
P13513,Q7LJR6,P13513,0.5,17
P13513,Q8NIC1,P13513,0.5,17
P13513,Q8NIC8,P13513,0.5,17
P13513,Q8NID7,P13513,0.5,17
P13513,Q8NIG9,P13513,0.5,17
P13513,Q8NIH0,P13513,0.5,17
P13513,Q8NIH3,P13513,0.5,17
P13513,Q8NIH6,P13513,0.5,17
P13513,Q8NJA1,P13513,0.5,17
P32476,P32476,P32476,0.5,2
P32476,Q92206,P32476,0.5,2
P33247,P33247,P33247,0.5,1
P40805,P40805,P40805,0.5,1
P55348,B6K412,P55348,0.5,4
P55348,P33990,P55348,0.5,4
P55348,P54924,P55348,0.5,4
P55348,P55348,P55348,0.5,4
P59287,P59287,P59287,0.5,1
P77735,P77735,P77735,0.5,1
P78589,A0A1D8PI71,P78589,0.5,8
P78589,O74165,P78589,0.5,8
P78589,P29704,P78589,0.5,8
P78589,P36596,P78589,0.5,8
P78589,P78589,P78589,0.5,8
P78589,Q752X9,P78589,0.5,8
P78589,Q9HGZ6,P78589,0.5,8
P78589,Q9Y753,P78589,0.5,8
P84466,P48449,P84466,0.5,4
P84466,P48450,P84466,0.5,4
P84466,P84466,P84466,0.5,4
P84466,Q8BLN5,P84466,0.5,4
P85964,A0A1L6Z3A5,P85964,0.5,4
P85964,O81086,P85964,0.5,4
P85964,P85964,P85964,0.5,4
P85964,Q4QSN4,P85964,0.5,4
P9WEE6,P9WEE6,P9WEE6,0.5,1
P9WEE7,P9WEE7,P9WEE7,0.5,1
P9WEF0,P9WEF0,P9WEF0,0.5,1
P9WEG1,P9WEG1,P9WEG1,0.5,1
P9WEG8,P9WEG8,P9WEG8,0.5,1
P9WEP1,P9WEP1,P9WEP1,0.5,1
P9WEP2,P9WEP2,P9WEP2,0.5,1
P9WEP3,P9WEP3,P9WEP3,0.5,1
P9WEP4,P9WEP4,P9WEP4,0.5,1
P9WEQ0,P9WEQ0,P9WEQ0,0.5,1
P9WEQ1,P9WEQ1,P9WEQ1,0.5,1
P9WEQ3,P9WEQ3,P9WEQ3,0.5,1
P9WEQ6,P9WEQ6,P9WEQ6,0.5,1
P9WEQ8,P9WEQ8,P9WEQ8,0.5,2
P9WEQ8,Q4WLD5,P9WEQ8,0.5,2
P9WEQ9,C8VN91,P9WEQ9,0.5,2
P9WEQ9,P9WEQ9,P9WEQ9,0.5,2
P9WER0,A0A5S9I252,P9WER0,0.5,2
P9WER0,P9WER0,P9WER0,0.5,2
P9WER1,P9WER1,P9WER1,0.5,1
P9WER5,P9WER5,P9WER5,0.5,1
P9WEV6,P9WEV6,P9WEV6,0.5,1
P9WEV7,P9WEV7,P9WEV7,0.5,1
P9WEX5,P9WEX5,P9WEX5,0.5,1
P9WEY2,E9F5F1,P9WEY2,0.5,2
P9WEY2,P9WEY2,P9WEY2,0.5,2
P9WEY6,P9WEY5,P9WEY6,0.5,2
P9WEY6,P9WEY6,P9WEY6,0.5,2
P9WEY7,P9WEY4,P9WEY7,0.5,2
P9WEY7,P9WEY7,P9WEY7,0.5,2
P9WPN3,P59954,P9WPN3,0.5,3
P9WPN3,P9WPN2,P9WPN3,0.5,3
P9WPN3,P9WPN3,P9WPN3,0.5,3
Q02769,P37268,Q02769,0.5,5
Q02769,P53798,Q02769,0.5,5
Q02769,Q02769,Q02769,0.5,5
Q02769,Q32KR6,Q02769,0.5,5
Q02769,Q5R6U3,Q02769,0.5,5
Q04782,P38604,Q04782,0.5,2
Q04782,Q04782,Q04782,0.5,2
Q0C898,A0A097ZPC9,Q0C898,0.5,11
Q0C898,A0A0F7U1Z1,Q0C898,0.5,11
Q0C898,A0A0U5GHD4,Q0C898,0.5,11
Q0C898,A0A1E1FFP5,Q0C898,0.5,11
Q0C898,A0A1Y0BRF8,Q0C898,0.5,11
Q0C898,A0A2I1BSW8,Q0C898,0.5,11
Q0C898,A0A3G9HAL8,Q0C898,0.5,11
Q0C898,A0A8D5M6H6,Q0C898,0.5,11
Q0C898,B6HV34,Q0C898,0.5,11
Q0C898,P9WEQ5,Q0C898,0.5,11
Q0C898,Q0C898,Q0C898,0.5,11
Q0C899,Q0C899,Q0C899,0.5,1
Q0C8A0,Q0C8A0,Q0C8A0,0.5,1
Q0C8A2,Q0C8A2,Q0C8A2,0.5,1
Q0C8A7,Q0C8A7,Q0C8A7,0.5,1
Q0C9L5,Q0C9L5,Q0C9L5,0.5,1
Q0CRW7,P9WEV3,Q0CRW7,0.5,2
Q0CRW7,Q0CRW7,Q0CRW7,0.5,2
Q15FB6,Q15FB6,Q15FB6,0.5,1
Q1ZXA1,Q1ZXA1,Q1ZXA1,0.5,1
Q20HU6,C0PPM5,Q20HU6,0.5,7
Q20HU6,F2XF97,Q20HU6,0.5,7
Q20HU6,F2XFA0,Q20HU6,0.5,7
Q20HU6,O64404,Q20HU6,0.5,7
Q20HU6,O64405,Q20HU6,0.5,7
Q20HU6,Q20HU6,Q20HU6,0.5,7
Q20HU6,Q675L0,Q20HU6,0.5,7
Q24FB1,Q24FB1,Q24FB1,0.5,1
Q29VN1,Q29VN1,Q29VN1,0.5,3
Q29VN1,Q29VN2,Q29VN1,0.5,3
Q29VN1,Q6ZH94,Q29VN1,0.5,3
Q29VN3,Q29VN3,Q29VN3,0.5,2
Q29VN3,Q5GJ59,Q29VN3,0.5,2
Q2QQJ5,A0A1D6KUI6,Q2QQJ5,0.5,10
Q2QQJ5,A4KAG7,Q2QQJ5,0.5,10
Q2QQJ5,A4KAG8,Q2QQJ5,0.5,10
Q2QQJ5,Q00G37,Q2QQJ5,0.5,10
Q2QQJ5,Q0E088,Q2QQJ5,0.5,10
Q2QQJ5,Q0JA82,Q2QQJ5,0.5,10
Q2QQJ5,Q1AHB2,Q2QQJ5,0.5,10
Q2QQJ5,Q2QQJ5,Q2QQJ5,0.5,10
Q2QQJ5,Q6BDZ9,Q2QQJ5,0.5,10
Q2QQJ5,Q6Z5J6,Q2QQJ5,0.5,10
Q2U0K2,Q2U0K2,Q2U0K2,0.5,1
Q2XSC5,A0A0M3Q1Q3,Q2XSC5,0.5,38
Q2XSC5,A6XH05,Q2XSC5,0.5,38
Q2XSC5,A6XH06,Q2XSC5,0.5,38
Q2XSC5,C0KWV3,Q2XSC5,0.5,38
Q2XSC5,C0KWV4,Q2XSC5,0.5,38
Q2XSC5,C0KWV5,Q2XSC5,0.5,38
Q2XSC5,C0KWV6,Q2XSC5,0.5,38
Q2XSC5,C0KWV7,Q2XSC5,0.5,38
Q2XSC5,E2E2N3,Q2XSC5,0.5,38
Q2XSC5,E2E2P0,Q2XSC5,0.5,38
Q2XSC5,E2E2P1,Q2XSC5,0.5,38
Q2XSC5,E2E2P2,Q2XSC5,0.5,38
Q2XSC5,K9Y645,Q2XSC5,0.5,38
Q2XSC5,K9Y6Y9,Q2XSC5,0.5,38
Q2XSC5,L0HAM7,Q2XSC5,0.5,38
Q2XSC5,L0HB77,Q2XSC5,0.5,38
Q2XSC5,O81191,Q2XSC5,0.5,38
Q2XSC5,O81192,Q2XSC5,0.5,38
Q2XSC5,O81193,Q2XSC5,0.5,38
Q2XSC5,Q2XSC5,Q2XSC5,0.5,38
Q2XSC5,Q2XSC6,Q2XSC5,0.5,38
Q2XSC5,Q308N0,Q2XSC5,0.5,38
Q2XSC5,Q4JHG3,Q2XSC5,0.5,38
Q2XSC5,Q5SBP0,Q2XSC5,0.5,38
Q2XSC5,Q5SBP1,Q2XSC5,0.5,38
Q2XSC5,Q5SBP2,Q2XSC5,0.5,38
Q2XSC5,Q8H2B4,Q2XSC5,0.5,38
Q2XSC5,R4JGL8,Q2XSC5,0.5,38
Q2XSC5,R4JJJ1,Q2XSC5,0.5,38
Q2XSC5,R4JND9,Q2XSC5,0.5,38
Q2XSC5,R4JQS2,Q2XSC5,0.5,38
Q2XSC5,R4JQT5,Q2XSC5,0.5,38
Q2XSC5,T1RR71,Q2XSC5,0.5,38
Q2XSC5,T1RR72,Q2XSC5,0.5,38
Q2XSC5,T1RRI8,Q2XSC5,0.5,38
Q2XSC5,T1RRJ4,Q2XSC5,0.5,38
Q2XSC5,T1RRL8,Q2XSC5,0.5,38
Q2XSC5,T1RRR9,Q2XSC5,0.5,38
Q39979,A0A140KFG9,Q39979,0.5,29
Q39979,A0A167V661,Q39979,0.5,29
Q39979,A0A1W6GW06,Q39979,0.5,29
Q39979,A0A1W6GW18,Q39979,0.5,29
Q39979,A0A1W6GW32,Q39979,0.5,29
Q39979,A0A348AUV5,Q39979,0.5,29
Q39979,A0A348AUV6,Q39979,0.5,29
Q39979,A0A348AUV7,Q39979,0.5,29
Q39979,A0A348AUV9,Q39979,0.5,29
Q39979,A0A348AUW0,Q39979,0.5,29
Q39979,A0A348AUW1,Q39979,0.5,29
Q39979,G5CV45,Q39979,0.5,29
Q39979,G5CV46,Q39979,0.5,29
Q39979,O65323,Q39979,0.5,29
Q39979,Q39978,Q39979,0.5,29
Q39979,Q39979,Q39979,0.5,29
Q39979,Q39980,Q39979,0.5,29
Q39979,Q40577,Q39979,0.5,29
Q39979,Q49SP5,Q39979,0.5,29
Q39979,Q6Q3H3,Q39979,0.5,29
Q39979,Q84LF0,Q39979,0.5,29
Q39979,Q84LF1,Q39979,0.5,29
Q39979,Q84LF2,Q39979,0.5,29
Q39979,Q84LG0,Q39979,0.5,29
Q39979,Q9XJ32,Q39979,0.5,29
Q39979,T1RRI5,Q39979,0.5,29
Q39979,T1RRJ6,Q39979,0.5,29
Q39979,T1RRS0,Q39979,0.5,29
Q39979,U3KYL2,Q39979,0.5,29
Q41771,A0A1D6K6U5,Q41771,0.5,3
Q41771,Q41771,Q41771,0.5,3
Q41771,Q6ET36,Q41771,0.5,3
Q45221,P55538,Q45221,0.5,2
Q45221,Q45221,Q45221,0.5,2
Q45222,P55537,Q45222,0.5,2
Q45222,Q45222,Q45222,0.5,2
Q49SP4,J7LMP2,Q49SP4,0.5,5
Q49SP4,J7LP58,Q49SP4,0.5,5
Q49SP4,Q49SP3,Q49SP4,0.5,5
Q49SP4,Q49SP4,Q49SP4,0.5,5
Q49SP4,Q49SP6,Q49SP4,0.5,5
Q4WAY3,Q4WAY3,Q4WAY3,0.5,1
Q4WAY4,Q4WAY4,Q4WAY4,0.5,1
Q4WAZ2,Q4WAZ2,Q4WAZ2,0.5,1
Q4WAZ3,Q4WAZ3,Q4WAZ3,0.5,1
Q4WAZ4,Q4WAZ4,Q4WAZ4,0.5,1
Q4WAZ6,Q4WAZ6,Q4WAZ6,0.5,1
Q4WBH9,Q4WBH9,Q4WBH9,0.5,1
Q4WBI0,Q4WBI0,Q4WBI0,0.5,1
Q4WBI3,Q4WBI3,Q4WBI3,0.5,1
Q4WLC8,Q4WLC8,Q4WLC8,0.5,1
Q4WLC9,Q4WLC9,Q4WLC9,0.5,1
Q4WLD4,Q4WLD4,Q4WLD4,0.5,1
Q4WQ95,A0A0E0SP71,Q4WQ95,0.5,6
Q4WQ95,D7NJ68,Q4WQ95,0.5,6
Q4WQ95,Q10231,Q4WQ95,0.5,6
Q4WQ95,Q4WES9,Q4WQ95,0.5,6
Q4WQ95,Q4WQ95,Q4WQ95,0.5,6
Q4WQ95,Q96WJ0,Q4WQ95,0.5,6
Q4WR16,A1CVK0,Q4WR16,0.5,4
Q4WR16,B0Y5B4,Q4WR16,0.5,4
Q4WR16,E4V6I8,Q4WR16,0.5,4
Q4WR16,Q4WR16,Q4WR16,0.5,4
Q50EK2,F2XF92,Q50EK2,0.5,17
Q50EK2,F2XFB2,Q50EK2,0.5,17
Q50EK2,H8ZM70,Q50EK2,0.5,17
Q50EK2,H8ZM71,Q50EK2,0.5,17
Q50EK2,H8ZM73,Q50EK2,0.5,17
Q50EK2,M4HXU6,Q50EK2,0.5,17
Q50EK2,M4HXW5,Q50EK2,0.5,17
Q50EK2,M4HY05,Q50EK2,0.5,17
Q50EK2,M4HY08,Q50EK2,0.5,17
Q50EK2,M4HYC6,Q50EK2,0.5,17
Q50EK2,M4HYC8,Q50EK2,0.5,17
Q50EK2,M4HYP3,Q50EK2,0.5,17
Q50EK2,Q38710,Q50EK2,0.5,17
Q50EK2,Q50EK2,Q50EK2,0.5,17
Q50EK2,Q675L4,Q50EK2,0.5,17
Q50EK2,Q675L5,Q50EK2,0.5,17
Q50EK2,Q947C4,Q50EK2,0.5,17
Q54BE5,Q54BE5,Q54BE5,0.5,1
Q54DR1,Q54DR1,Q54DR1,0.5,1
Q54TW4,Q54TW4,Q54TW4,0.5,1
Q54YE2,Q54YE1,Q54YE2,0.5,2
Q54YE2,Q54YE2,Q54YE2,0.5,2
Q55E23,Q55E23,Q55E23,0.5,1
Q56RZ7,A0A0E3D8M9,Q56RZ7,0.5,8
Q56RZ7,A0A0E3D8P4,Q56RZ7,0.5,8
Q56RZ7,A0A140JWS2,Q56RZ7,0.5,8
Q56RZ7,A0A348FUE1,Q56RZ7,0.5,8
Q56RZ7,A0A3S5XFG0,Q56RZ7,0.5,8
Q56RZ7,A0A8D5M3Y5,Q56RZ7,0.5,8
Q56RZ7,Q56RZ3,Q56RZ7,0.5,8
Q56RZ7,Q56RZ7,Q56RZ7,0.5,8
Q5AR23,A0A0F7TZE0,Q5AR23,0.5,4
Q5AR23,A0A0U5GIU9,Q5AR23,0.5,4
Q5AR23,A0A1E1FFM9,Q5AR23,0.5,4
Q5AR23,Q5AR23,Q5AR23,0.5,4
Q5AR27,A0A0F7TSZ5,Q5AR27,0.5,3
Q5AR27,A0A0U5CJM3,Q5AR27,0.5,3
Q5AR27,Q5AR27,Q5AR27,0.5,3
Q5AR28,A0A0F7TN65,Q5AR28,0.5,3
Q5AR28,A0A0U5CJU2,Q5AR28,0.5,3
Q5AR28,Q5AR28,Q5AR28,0.5,3
Q5AR32,A0A0F7TN60,Q5AR32,0.5,3
Q5AR32,A0A0U4ZPJ7,Q5AR32,0.5,3
Q5AR32,Q5AR32,Q5AR32,0.5,3
Q5AR34,A0A0F7TZD6,Q5AR34,0.5,4
Q5AR34,A0A0U5GHG9,Q5AR34,0.5,4
Q5AR34,A0A1E1FFL0,Q5AR34,0.5,4
Q5AR34,Q5AR34,Q5AR34,0.5,4
Q5KSN4,Q5KSN4,Q5KSN4,0.5,1
Q5KSN5,Q5KSN5,Q5KSN5,0.5,1
Q5SBP4,J7LQ09,Q5SBP4,0.5,3
Q5SBP4,Q2XSC4,Q5SBP4,0.5,3
Q5SBP4,Q5SBP4,Q5SBP4,0.5,3
Q5SBP5,O48935,Q5SBP5,0.5,5
Q5SBP5,Q49SP7,Q5SBP5,0.5,5
Q5SBP5,Q5SBP5,Q5SBP5,0.5,5
Q5SBP5,Q5W283,Q5SBP5,0.5,5
Q5SBP5,U3LW50,Q5SBP5,0.5,5
Q5SBP7,Q5SBP7,Q5SBP7,0.5,1
Q5UB07,B9T825,Q5UB07,0.5,7
Q5UB07,Q50L36,Q5UB07,0.5,7
Q5UB07,Q5UB07,Q5UB07,0.5,7
Q5UB07,Q672F7,Q5UB07,0.5,7
Q5UB07,Q6EJ97,Q5UB07,0.5,7
Q5UB07,Q7XAS7,Q5UB07,0.5,7
Q5UB07,Q9AR86,Q5UB07,0.5,7
Q5UQ90,Q5UQ90,Q5UQ90,0.5,1
Q6JD71,C5YHH7,Q6JD71,0.5,14
Q6JD71,C5YHI2,Q6JD71,0.5,14
Q6JD71,C7E5V7,Q6JD71,0.5,14
Q6JD71,C7E5V8,Q6JD71,0.5,14
Q6JD71,C7E5V9,Q6JD71,0.5,14
Q6JD71,C7E5W0,Q6JD71,0.5,14
Q6JD71,Q1EG72,Q6JD71,0.5,14
Q6JD71,Q2NM15,Q6JD71,0.5,14
Q6JD71,Q5GJ60,Q6JD71,0.5,14
Q6JD71,Q6JD69,Q6JD71,0.5,14
Q6JD71,Q6JD70,Q6JD71,0.5,14
Q6JD71,Q6JD71,Q6JD71,0.5,14
Q6JD71,Q6JD72,Q6JD71,0.5,14
Q6JD71,Q6JD73,Q6JD71,0.5,14
Q6WAU0,Q6WAU0,Q6WAU0,0.5,1
Q6WAU1,Q6WAU1,Q6WAU1,0.5,1
Q6WP50,Q6WP50,Q6WP50,0.5,1
Q6Z5I0,Q0JF02,Q6Z5I0,0.5,4
Q6Z5I0,Q5MQ85,Q6Z5I0,0.5,4
Q6Z5I0,Q6E7D7,Q6Z5I0,0.5,4
Q6Z5I0,Q6Z5I0,Q6Z5I0,0.5,4
Q75J90,Q75J90,Q75J90,0.5,1
Q796C3,Q796C3,Q796C3,0.5,1
Q7KWU0,Q7KWU0,Q7KWU0,0.5,1
Q82IY3,Q82IY3,Q82IY3,0.5,1
Q82IY4,E3VWJ0,Q82IY4,0.5,3
Q82IY4,Q55012,Q82IY4,0.5,3
Q82IY4,Q82IY4,Q82IY4,0.5,3
Q82RR7,Q82RR7,Q82RR7,0.5,1
Q84NC8,Q84NC8,Q84NC8,0.5,1
Q84UU4,Q84UU4,Q84UU4,0.5,1
Q84UU9,Q84UU9,Q84UU9,0.5,1
Q84ZW8,Q0JA81,Q84ZW8,0.5,5
Q84ZW8,Q0JA83,Q84ZW8,0.5,5
Q84ZW8,Q0JEZ8,Q84ZW8,0.5,5
Q84ZW8,Q66QH3,Q84ZW8,0.5,5
Q84ZW8,Q84ZW8,Q84ZW8,0.5,5
Q8SA63,A0A142BX70,Q8SA63,0.5,11
Q8SA63,A0A142BX74,Q8SA63,0.5,11
Q8SA63,F8UL81,Q8SA63,0.5,11
Q8SA63,I6QPS5,Q8SA63,0.5,11
Q8SA63,I6R4V5,Q8SA63,0.5,11
Q8SA63,I6RAQ6,Q8SA63,0.5,11
Q8SA63,I7H727,Q8SA63,0.5,11
Q8SA63,Q8SA63,Q8SA63,0.5,11
Q8SA63,Q9AR04,Q8SA63,0.5,11
Q8SA63,Q9FXY7,Q8SA63,0.5,11
Q8SA63,Q9LLR9,Q8SA63,0.5,11
Q93X23,A0A1C9J6A7,Q93X23,0.5,36
Q93X23,A0A1V0QSF4,Q93X23,0.5,36
Q93X23,A0A1V0QSF8,Q93X23,0.5,36
Q93X23,A0A1V0QSF9,Q93X23,0.5,36
Q93X23,A0A1V0QSG0,Q93X23,0.5,36
Q93X23,A0A1V0QSG1,Q93X23,0.5,36
Q93X23,A0A1V0QSH1,Q93X23,0.5,36
Q93X23,A0A1V0QSH2,Q93X23,0.5,36
Q93X23,A0A4Y5QWK5,Q93X23,0.5,36
Q93X23,A0A6P6W6H5,Q93X23,0.5,36
Q93X23,A0A7G5KLV0,Q93X23,0.5,36
Q93X23,A5Y5L5,Q93X23,0.5,36
Q93X23,A7IZZ1,Q93X23,0.5,36
Q93X23,A7IZZ2,Q93X23,0.5,36
Q93X23,B3TPQ7,Q93X23,0.5,36
Q93X23,B6SCF3,Q93X23,0.5,36
Q93X23,B6SCF4,Q93X23,0.5,36
Q93X23,B9T536,Q93X23,0.5,36
Q93X23,G0Y7D2,Q93X23,0.5,36
Q93X23,G0Y7D3,Q93X23,0.5,36
Q93X23,G1JUH1,Q93X23,0.5,36
Q93X23,H2ELN1,Q93X23,0.5,36
Q93X23,H6WZF2,Q93X23,0.5,36
Q93X23,I7GPX8,Q93X23,0.5,36
Q93X23,J7LH11,Q93X23,0.5,36
Q93X23,Q1XBU5,Q93X23,0.5,36
Q93X23,Q6PWU2,Q93X23,0.5,36
Q93X23,Q8GUE4,Q93X23,0.5,36
Q93X23,Q8L5K3,Q93X23,0.5,36
Q93X23,Q8L5K4,Q93X23,0.5,36
Q93X23,Q93X23,Q93X23,0.5,36
Q93X23,Q94G53,Q93X23,0.5,36
Q93X23,Q9SPN0,Q93X23,0.5,36
Q93X23,Q9SPN1,Q93X23,0.5,36
Q93X23,R4YXW8,Q93X23,0.5,36
Q93X23,R4YZC3,Q93X23,0.5,36
Q93YV0,Q93YV0,Q93YV0,0.5,1
Q96376,Q96376,Q96376,0.5,1
Q96WT2,Q96WT2,Q96WT2,0.5,1
Q9AJE3,Q9AJE3,Q9AJE3,0.5,1
Q9AJE4,Q9AJE4,Q9AJE4,0.5,1
Q9C1W3,Q9C1W3,Q9C1W3,0.5,1
Q9F1V8,A3KI17,Q9F1V8,0.5,4
Q9F1V8,D3KYU2,Q9F1V8,0.5,4
Q9F1V8,Q9F1V8,Q9F1V8,0.5,4
Q9F1V8,Q9F1Y6,Q9F1V8,0.5,4
Q9FI27,A0A178U9Y5,Q9FI27,0.5,2
Q9FI27,Q9FI27,Q9FI27,0.5,2
Q9FT37,Q41594,Q9FT37,0.5,3
Q9FT37,Q93YA3,Q9FT37,0.5,3
Q9FT37,Q9FT37,Q9FT37,0.5,3
Q9K498,Q9K498,Q9K498,0.5,1
Q9K499,Q9K499,Q9K499,0.5,1
Q9LIA1,Q9C6W6,Q9LIA1,0.5,7
Q9LIA1,Q9LH31,Q9LIA1,0.5,7
Q9LIA1,Q9LIA1,Q9LIA1,0.5,7
Q9LIA1,Q9LQ27,Q9LIA1,0.5,7
Q9LIA1,Q9LRR2,Q9LIA1,0.5,7
Q9LIA1,Q9LUE0,Q9LIA1,0.5,7
Q9LIA1,Q9LUE2,Q9LIA1,0.5,7
Q9LSF8,Q9LSF8,Q9LSF8,0.5,1
Q9LVP7,O65434,Q9LVP7,0.5,7
Q9LVP7,O65435,Q9LVP7,0.5,7
Q9LVP7,Q8L7G4,Q9LVP7,0.5,7
Q9LVP7,Q9C748,Q9LVP7,0.5,7
Q9LVP7,Q9C8E3,Q9LVP7,0.5,7
Q9LVP7,Q9LS76,Q9LVP7,0.5,7
Q9LVP7,Q9LVP7,Q9LVP7,0.5,7
Q9T0K1,Q4KSH9,Q9T0K1,0.5,3
Q9T0K1,Q9T0J9,Q9T0K1,0.5,3
Q9T0K1,Q9T0K1,Q9T0K1,0.5,3
Q9UR08,A0A0A2JB87,Q9UR08,0.5,5
Q9UR08,B6H063,Q9UR08,0.5,5
Q9UR08,Q03471,Q9UR08,0.5,5
Q9UR08,Q9UR08,Q9UR08,0.5,5
Q9UR08,W6Q4Q9,Q9UR08,0.5,5
Q9VFJ0,Q9VFJ0,Q9VFJ0,0.5,1
Q9X839,Q9X839,Q9X839,0.5,1
Q9ZUH4,A4FVP2,Q9ZUH4,0.5,5
Q9ZUH4,P0DI76,Q9ZUH4,0.5,5
Q9ZUH4,P0DI77,Q9ZUH4,0.5,5
Q9ZUH4,Q9LRZ6,Q9ZUH4,0.5,5
Q9ZUH4,Q9ZUH4,Q9ZUH4,0.5,5
S0DX56,S0DX56,S0DX56,0.5,1
S0EA85,Q9UVY5,S0EA85,0.5,2
S0EA85,S0EA85,S0EA85,0.5,2
S0ECT9,S0ECT9,S0ECT9,0.5,1
S0EGZ9,S0EGZ9,S0EGZ9,0.5,1
S0ENM8,A0A1L7U8F2,S0ENM8,0.5,3
S0ENM8,A0A1L7VZE7,S0ENM8,0.5,3
S0ENM8,S0ENM8,S0ENM8,0.5,3
U5PZT6,U5PZT6,U5PZT6,0.5,2
U5PZT6,W6HUT3,U5PZT6,0.5,2
W0FFD7,F6M8H4,W0FFD7,0.5,2
W0FFD7,W0FFD7,W0FFD7,0.5,2
W6Q9B3,B6HFX9,W6Q9B3,0.5,2
W6Q9B3,W6Q9B3,W6Q9B3,0.5,2
