Entry,rhea_id,protein_seen,reaction_seen,protein_cluster,reaction_cluster,protein_fold,reaction_fold
MARTS_SEQ_393a8346c33802ac,MARTS_RXN_994ba3440a8dbed7,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_994ba3440a8dbed7,0,3
MARTS_SEQ_393a8346c33802ac,MARTS_RXN_b6faae8ed504914f,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_b6faae8ed504914f,0,3
MARTS_SEQ_393a8346c33802ac,MARTS_RXN_96ac57c793266e5e,True,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_96ac57c793266e5e,0,0
MARTS_SEQ_393a8346c33802ac,MARTS_RXN_9e4ea3b1a4631521,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_9e4ea3b1a4631521,0,4
MARTS_SEQ_589357f9ed2fc8be,MARTS_RXN_363a7d5a8012bceb,True,True,MARTS_SEQ_37ffc4d3027f73b2,C15_FPP_like::MARTS_RXN_363a7d5a8012bceb,0,4
MARTS_SEQ_589357f9ed2fc8be,MARTS_RXN_faf8834b256f41eb,True,False,MARTS_SEQ_37ffc4d3027f73b2,C15_FPP_like::MARTS_RXN_faf8834b256f41eb,0,1
MARTS_SEQ_27184ea7463209eb,MARTS_RXN_a0be9c90f829e36d,True,True,MARTS_SEQ_7b9011395eaa2a91,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,0,0
MARTS_SEQ_27184ea7463209eb,MARTS_RXN_54ce947e1616af93,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_54ce947e1616af93,0,4
MARTS_SEQ_50d51b2e8fb493ef,MARTS_RXN_ea56a260171d74ba,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_ea56a260171d74ba,0,4
MARTS_SEQ_50d51b2e8fb493ef,MARTS_RXN_dd89a5b3606fb5ca,True,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_dd89a5b3606fb5ca,0,1
MARTS_SEQ_50d51b2e8fb493ef,MARTS_RXN_55a14b5942034dc9,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_55a14b5942034dc9,0,2
MARTS_SEQ_50d51b2e8fb493ef,MARTS_RXN_b6faae8ed504914f,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_b6faae8ed504914f,0,3
MARTS_SEQ_50d51b2e8fb493ef,MARTS_RXN_994ba3440a8dbed7,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_994ba3440a8dbed7,0,3
MARTS_SEQ_50d51b2e8fb493ef,MARTS_RXN_030ced04f7a341d7,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_030ced04f7a341d7,0,2
MARTS_SEQ_1c704ba3c25ac2b6,MARTS_RXN_081cddde5cfec930,True,True,MARTS_SEQ_37ffc4d3027f73b2,C15_FPP_like::MARTS_RXN_081cddde5cfec930,0,3
MARTS_SEQ_1c704ba3c25ac2b6,MARTS_RXN_b0d6adf0f8f25e7b,True,True,MARTS_SEQ_37ffc4d3027f73b2,C15_FPP_like::MARTS_RXN_b0d6adf0f8f25e7b,0,3
MARTS_SEQ_1c704ba3c25ac2b6,MARTS_RXN_faf8834b256f41eb,True,False,MARTS_SEQ_37ffc4d3027f73b2,C15_FPP_like::MARTS_RXN_faf8834b256f41eb,0,1
MARTS_SEQ_1c704ba3c25ac2b6,MARTS_RXN_363a7d5a8012bceb,True,True,MARTS_SEQ_37ffc4d3027f73b2,C15_FPP_like::MARTS_RXN_363a7d5a8012bceb,0,4
MARTS_SEQ_1c704ba3c25ac2b6,MARTS_RXN_c039ce9df6e875e8,True,True,MARTS_SEQ_37ffc4d3027f73b2,C15_FPP_like::MARTS_RXN_484a249db6f91749,0,1
MARTS_SEQ_1c704ba3c25ac2b6,MARTS_RXN_7e7a4dec11c772f2,True,True,MARTS_SEQ_37ffc4d3027f73b2,C15_FPP_like::MARTS_RXN_7e7a4dec11c772f2,0,4
MARTS_SEQ_4ca78e3ec83ed7fb,MARTS_RXN_994ba3440a8dbed7,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_994ba3440a8dbed7,0,3
MARTS_SEQ_4ca78e3ec83ed7fb,MARTS_RXN_b6faae8ed504914f,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_b6faae8ed504914f,0,3
MARTS_SEQ_1b01aab423e3cc9a,MARTS_RXN_b6faae8ed504914f,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_b6faae8ed504914f,0,3
MARTS_SEQ_1b01aab423e3cc9a,MARTS_RXN_994ba3440a8dbed7,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_994ba3440a8dbed7,0,3
MARTS_SEQ_cd46b099bc0d3320,MARTS_RXN_33b3f74378db9fa9,True,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_33b3f74378db9fa9,0,1
MARTS_SEQ_cd46b099bc0d3320,MARTS_RXN_9e4ea3b1a4631521,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_9e4ea3b1a4631521,0,4
MARTS_SEQ_cd46b099bc0d3320,MARTS_RXN_1242a365f538e79b,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_1242a365f538e79b,0,1
MARTS_SEQ_cd46b099bc0d3320,MARTS_RXN_c6418049ba960ea2,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_c6418049ba960ea2,0,3
MARTS_SEQ_cd46b099bc0d3320,MARTS_RXN_b6faae8ed504914f,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_b6faae8ed504914f,0,3
MARTS_SEQ_cd46b099bc0d3320,MARTS_RXN_dd89a5b3606fb5ca,True,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_dd89a5b3606fb5ca,0,1
MARTS_SEQ_cd46b099bc0d3320,MARTS_RXN_264d20fcc642e814,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_264d20fcc642e814,0,3
MARTS_SEQ_cd46b099bc0d3320,MARTS_RXN_55a14b5942034dc9,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_55a14b5942034dc9,0,2
MARTS_SEQ_cd46b099bc0d3320,MARTS_RXN_030ced04f7a341d7,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_030ced04f7a341d7,0,2
MARTS_SEQ_cd46b099bc0d3320,MARTS_RXN_e275424c414b8c5d,True,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_e275424c414b8c5d,0,2
MARTS_SEQ_cd46b099bc0d3320,MARTS_RXN_96ac57c793266e5e,True,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_96ac57c793266e5e,0,0
MARTS_SEQ_cd46b099bc0d3320,MARTS_RXN_fc09735a9f8b0862,True,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_fc09735a9f8b0862,0,4
MARTS_SEQ_41020cc6e1f6d3f0,MARTS_RXN_a4e96415200ab234,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_a4e96415200ab234,0,0
MARTS_SEQ_82d73fc0a09a643a,MARTS_RXN_d72149a152c41322,True,True,MARTS_SEQ_c0a6f21564dcedc4,C20_GGPP_like::MARTS_RXN_78399ec4fc85c2fe,1,1
MARTS_SEQ_82d73fc0a09a643a,MARTS_RXN_81d5aee1c089bc90,True,True,MARTS_SEQ_c0a6f21564dcedc4,C20_GGPP_like::MARTS_RXN_78399ec4fc85c2fe,1,1
MARTS_SEQ_28272ec33fb5e4ee,MARTS_RXN_1242a365f538e79b,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_1242a365f538e79b,0,1
MARTS_SEQ_f051c2863334afe2,MARTS_RXN_33b3f74378db9fa9,True,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_33b3f74378db9fa9,0,1
MARTS_SEQ_4109f78c85c8e430,MARTS_RXN_33b3f74378db9fa9,True,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_33b3f74378db9fa9,0,1
MARTS_SEQ_d89d0a4e850ce1bd,MARTS_RXN_33b3f74378db9fa9,True,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_33b3f74378db9fa9,0,1
MARTS_SEQ_d89d0a4e850ce1bd,MARTS_RXN_9e4ea3b1a4631521,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_9e4ea3b1a4631521,0,4
MARTS_SEQ_d89d0a4e850ce1bd,MARTS_RXN_1242a365f538e79b,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_1242a365f538e79b,0,1
MARTS_SEQ_d89d0a4e850ce1bd,MARTS_RXN_b6faae8ed504914f,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_b6faae8ed504914f,0,3
MARTS_SEQ_d89d0a4e850ce1bd,MARTS_RXN_c6418049ba960ea2,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_c6418049ba960ea2,0,3
MARTS_SEQ_d89d0a4e850ce1bd,MARTS_RXN_264d20fcc642e814,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_264d20fcc642e814,0,3
MARTS_SEQ_d89d0a4e850ce1bd,MARTS_RXN_55a14b5942034dc9,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_55a14b5942034dc9,0,2
MARTS_SEQ_d89d0a4e850ce1bd,MARTS_RXN_dd89a5b3606fb5ca,True,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_dd89a5b3606fb5ca,0,1
MARTS_SEQ_d89d0a4e850ce1bd,MARTS_RXN_030ced04f7a341d7,True,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_030ced04f7a341d7,0,2
MARTS_SEQ_4d42cc34f9f8df36,MARTS_RXN_d4f733465fb3692b,True,False,MARTS_SEQ_4d42cc34f9f8df36,C15_FPP_like::MARTS_RXN_07865104318f5787,2,4
MARTS_SEQ_4d42cc34f9f8df36,MARTS_RXN_e5945b3aed7e026a,True,True,MARTS_SEQ_4d42cc34f9f8df36,C15_FPP_like::MARTS_RXN_2e27139e482a6dfd,2,2
MARTS_SEQ_ffb42252e1dd1c05,MARTS_RXN_b099e0d8d67da6e9,True,False,MARTS_SEQ_ffb42252e1dd1c05,C15_FPP_like::MARTS_RXN_b099e0d8d67da6e9,4,2
MARTS_SEQ_ffb42252e1dd1c05,MARTS_RXN_7c05abd7a60050ed,True,False,MARTS_SEQ_ffb42252e1dd1c05,C15_FPP_like::MARTS_RXN_38d26f0aa1b1f071,4,0
MARTS_SEQ_ffb42252e1dd1c05,MARTS_RXN_b0d6adf0f8f25e7b,True,True,MARTS_SEQ_ffb42252e1dd1c05,C15_FPP_like::MARTS_RXN_b0d6adf0f8f25e7b,4,3
MARTS_SEQ_ffb42252e1dd1c05,MARTS_RXN_38d26f0aa1b1f071,True,False,MARTS_SEQ_ffb42252e1dd1c05,C15_FPP_like::MARTS_RXN_38d26f0aa1b1f071,4,0
MARTS_SEQ_c9295eb10dd97e65,MARTS_RXN_e1b21c993a0c71e6,True,True,MARTS_SEQ_c9295eb10dd97e65,C15_FPP_like::MARTS_RXN_e1b21c993a0c71e6,0,3
MARTS_SEQ_04b15a1f489f233b,MARTS_RXN_529b3e1ea6d5d85a,True,False,MARTS_SEQ_04b15a1f489f233b,C15_FPP_like::MARTS_RXN_529b3e1ea6d5d85a,3,1
MARTS_SEQ_04b15a1f489f233b,MARTS_RXN_e5945b3aed7e026a,True,True,MARTS_SEQ_04b15a1f489f233b,C15_FPP_like::MARTS_RXN_2e27139e482a6dfd,3,2
MARTS_SEQ_04b15a1f489f233b,MARTS_RXN_b0d6adf0f8f25e7b,True,True,MARTS_SEQ_04b15a1f489f233b,C15_FPP_like::MARTS_RXN_b0d6adf0f8f25e7b,3,3
MARTS_SEQ_04b15a1f489f233b,MARTS_RXN_91d7d339e1488bd0,True,True,MARTS_SEQ_04b15a1f489f233b,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,3,0
MARTS_SEQ_0f1d790c0ae0a77a,MARTS_RXN_e5945b3aed7e026a,True,True,MARTS_SEQ_0f1d790c0ae0a77a,C15_FPP_like::MARTS_RXN_2e27139e482a6dfd,0,2
MARTS_SEQ_0f1d790c0ae0a77a,MARTS_RXN_a9dae59672a6db7a,True,True,MARTS_SEQ_0f1d790c0ae0a77a,C15_FPP_like::MARTS_RXN_a9dae59672a6db7a,0,2
MARTS_SEQ_52982c28c79411e9,MARTS_RXN_e5945b3aed7e026a,True,True,MARTS_SEQ_52982c28c79411e9,C15_FPP_like::MARTS_RXN_2e27139e482a6dfd,2,2
MARTS_SEQ_52982c28c79411e9,MARTS_RXN_91d7d339e1488bd0,True,True,MARTS_SEQ_52982c28c79411e9,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,2,0
MARTS_SEQ_52982c28c79411e9,MARTS_RXN_a0be9c90f829e36d,True,True,MARTS_SEQ_52982c28c79411e9,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,2,0
MARTS_SEQ_36b11b0ce874b3a9,MARTS_RXN_baa96a7e0621b577,False,True,MARTS_SEQ_293aee9dacfcc87b,C20_GGPP_like::MARTS_RXN_56f1be1c880d5e55,4,0
MARTS_SEQ_36b11b0ce874b3a9,MARTS_RXN_2e27139e482a6dfd,False,False,MARTS_SEQ_293aee9dacfcc87b,C15_FPP_like::MARTS_RXN_2e27139e482a6dfd,4,2
MARTS_SEQ_36b11b0ce874b3a9,MARTS_RXN_91d7d339e1488bd0,False,True,MARTS_SEQ_293aee9dacfcc87b,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,4,0
MARTS_SEQ_36b11b0ce874b3a9,MARTS_RXN_a0be9c90f829e36d,False,True,MARTS_SEQ_293aee9dacfcc87b,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,4,0
MARTS_SEQ_36b11b0ce874b3a9,MARTS_RXN_f7bbe0adf8b8ddb5,False,True,MARTS_SEQ_293aee9dacfcc87b,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,4,0
MARTS_SEQ_36b11b0ce874b3a9,MARTS_RXN_a4e96415200ab234,False,True,MARTS_SEQ_293aee9dacfcc87b,C10_GPP_like::MARTS_RXN_a4e96415200ab234,4,0
MARTS_SEQ_36b11b0ce874b3a9,MARTS_RXN_8d064654eda71035,False,True,MARTS_SEQ_293aee9dacfcc87b,C10_GPP_like::MARTS_RXN_8d064654eda71035,4,4
MARTS_SEQ_9b5b566d1a60f8b8,MARTS_RXN_f7bbe0adf8b8ddb5,False,True,MARTS_SEQ_9b5b566d1a60f8b8,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,1,0
MARTS_SEQ_9b5b566d1a60f8b8,MARTS_RXN_a4e96415200ab234,False,True,MARTS_SEQ_9b5b566d1a60f8b8,C10_GPP_like::MARTS_RXN_a4e96415200ab234,1,0
MARTS_SEQ_21eb8788b4f32dcc,MARTS_RXN_264d20fcc642e814,False,True,MARTS_SEQ_01a2a3c85bc8db15,C10_GPP_like::MARTS_RXN_264d20fcc642e814,1,3
MARTS_SEQ_870191938052751f,MARTS_RXN_8f56554fbb1e0d18,True,True,MARTS_SEQ_61051f2ecf614cb9,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,2,0
MARTS_SEQ_870191938052751f,MARTS_RXN_524236d5871c8779,True,True,MARTS_SEQ_61051f2ecf614cb9,C15_FPP_like::MARTS_RXN_524236d5871c8779,2,2
MARTS_SEQ_870191938052751f,MARTS_RXN_484a249db6f91749,True,True,MARTS_SEQ_61051f2ecf614cb9,C15_FPP_like::MARTS_RXN_484a249db6f91749,2,1
MARTS_SEQ_870191938052751f,MARTS_RXN_a9dae59672a6db7a,True,True,MARTS_SEQ_61051f2ecf614cb9,C15_FPP_like::MARTS_RXN_a9dae59672a6db7a,2,2
MARTS_SEQ_870191938052751f,MARTS_RXN_c1dd43a147d429c7,True,True,MARTS_SEQ_61051f2ecf614cb9,C15_FPP_like::MARTS_RXN_c1dd43a147d429c7,2,4
MARTS_SEQ_870191938052751f,MARTS_RXN_c039ce9df6e875e8,True,True,MARTS_SEQ_61051f2ecf614cb9,C15_FPP_like::MARTS_RXN_484a249db6f91749,2,1
MARTS_SEQ_870191938052751f,MARTS_RXN_e5945b3aed7e026a,True,True,MARTS_SEQ_61051f2ecf614cb9,C15_FPP_like::MARTS_RXN_2e27139e482a6dfd,2,2
MARTS_SEQ_870191938052751f,MARTS_RXN_b0d6adf0f8f25e7b,True,True,MARTS_SEQ_61051f2ecf614cb9,C15_FPP_like::MARTS_RXN_b0d6adf0f8f25e7b,2,3
MARTS_SEQ_862e5e6c05df319c,MARTS_RXN_33427cd75be07ac8,True,True,MARTS_SEQ_61051f2ecf614cb9,C15_FPP_like::MARTS_RXN_33427cd75be07ac8,2,2
MARTS_SEQ_862e5e6c05df319c,MARTS_RXN_ad1e7c35f1507032,True,True,MARTS_SEQ_61051f2ecf614cb9,C15_FPP_like::MARTS_RXN_ad1e7c35f1507032,2,4
MARTS_SEQ_862e5e6c05df319c,MARTS_RXN_747e481950538f21,True,False,MARTS_SEQ_61051f2ecf614cb9,C15_FPP_like::MARTS_RXN_747e481950538f21,2,3
MARTS_SEQ_862e5e6c05df319c,MARTS_RXN_484a249db6f91749,True,True,MARTS_SEQ_61051f2ecf614cb9,C15_FPP_like::MARTS_RXN_484a249db6f91749,2,1
MARTS_SEQ_862e5e6c05df319c,MARTS_RXN_c1dd43a147d429c7,True,True,MARTS_SEQ_61051f2ecf614cb9,C15_FPP_like::MARTS_RXN_c1dd43a147d429c7,2,4
MARTS_SEQ_862e5e6c05df319c,MARTS_RXN_c039ce9df6e875e8,True,True,MARTS_SEQ_61051f2ecf614cb9,C15_FPP_like::MARTS_RXN_484a249db6f91749,2,1
MARTS_SEQ_862e5e6c05df319c,MARTS_RXN_524236d5871c8779,True,True,MARTS_SEQ_61051f2ecf614cb9,C15_FPP_like::MARTS_RXN_524236d5871c8779,2,2
MARTS_SEQ_994d9320c6ddae6a,MARTS_RXN_bfae5825c0b4a71c,True,True,MARTS_SEQ_994d9320c6ddae6a,C15_FPP_like::MARTS_RXN_bfae5825c0b4a71c,2,3
MARTS_SEQ_a0e85f42defda5e6,MARTS_RXN_895bc6cfde4cde23,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_534c9b024fd41f1d,1,0
MARTS_SEQ_a0e85f42defda5e6,MARTS_RXN_53b95bb128cc8604,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_53b95bb128cc8604,1,4
MARTS_SEQ_a0e85f42defda5e6,MARTS_RXN_e426458f43f2a858,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_53b95bb128cc8604,1,4
MARTS_SEQ_63363c2b5bd66e37,MARTS_RXN_e426458f43f2a858,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_53b95bb128cc8604,1,4
MARTS_SEQ_44afa7ddd3b57849,MARTS_RXN_e5945b3aed7e026a,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_2e27139e482a6dfd,2,2
MARTS_SEQ_996423c79fef8d60,MARTS_RXN_2f66322fcd3079e5,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5,2,1
MARTS_SEQ_996423c79fef8d60,MARTS_RXN_ed65fc0ae86103c3,False,False,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_ed65fc0ae86103c3,2,4
MARTS_SEQ_21e469d5a1922ef9,MARTS_RXN_b6faae8ed504914f,False,True,MARTS_SEQ_82311b1d192da6ef,C10_GPP_like::MARTS_RXN_b6faae8ed504914f,2,3
MARTS_SEQ_e5af33c14a4bc054,MARTS_RXN_96ac57c793266e5e,False,False,MARTS_SEQ_82311b1d192da6ef,C10_GPP_like::MARTS_RXN_96ac57c793266e5e,2,0
MARTS_SEQ_1734b6b2f13582a9,MARTS_RXN_cffca17c4e58c2b9,False,False,MARTS_SEQ_ce99bc73a284e945,C15_FPP_like::MARTS_RXN_01511fe455cdde25,2,0
MARTS_SEQ_6bdbdb871713b706,MARTS_RXN_484a249db6f91749,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_484a249db6f91749,2,1
MARTS_SEQ_dd86d050bbc45378,MARTS_RXN_a9dae59672a6db7a,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_a9dae59672a6db7a,2,2
MARTS_SEQ_b5dc7925addd42f6,MARTS_RXN_a9dae59672a6db7a,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_a9dae59672a6db7a,2,2
MARTS_SEQ_7c1d278533abf2ac,MARTS_RXN_f0b6b1822fec7bbf,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_67805eaea5cd75f4,2,3
MARTS_SEQ_370ba8d2eb7ea818,MARTS_RXN_b0d6adf0f8f25e7b,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_b0d6adf0f8f25e7b,2,3
MARTS_SEQ_370ba8d2eb7ea818,MARTS_RXN_081cddde5cfec930,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_081cddde5cfec930,2,3
MARTS_SEQ_327bc6709d23aa5d,MARTS_RXN_b0d6adf0f8f25e7b,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_b0d6adf0f8f25e7b,2,3
MARTS_SEQ_327bc6709d23aa5d,MARTS_RXN_081cddde5cfec930,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_081cddde5cfec930,2,3
MARTS_SEQ_0d8e27cfc7c9a8e9,MARTS_RXN_b0d6adf0f8f25e7b,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_b0d6adf0f8f25e7b,2,3
MARTS_SEQ_0d8e27cfc7c9a8e9,MARTS_RXN_081cddde5cfec930,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_081cddde5cfec930,2,3
MARTS_SEQ_6d6d51eecc35fdff,MARTS_RXN_0d0c4cf767f1e407,True,True,MARTS_SEQ_be32e5b0aa87954d,C30_long_prenyl_like::MARTS_RXN_0304c008705652f9,4,3
MARTS_SEQ_6dba83d2ddae53ae,MARTS_RXN_33427cd75be07ac8,True,True,MARTS_SEQ_61051f2ecf614cb9,C15_FPP_like::MARTS_RXN_33427cd75be07ac8,2,2
MARTS_SEQ_6dba83d2ddae53ae,MARTS_RXN_ad1e7c35f1507032,True,True,MARTS_SEQ_61051f2ecf614cb9,C15_FPP_like::MARTS_RXN_ad1e7c35f1507032,2,4
MARTS_SEQ_a4cf41a498690ec9,MARTS_RXN_d51ef41d620fa90e,True,True,MARTS_SEQ_a4cf41a498690ec9,C15_FPP_like::MARTS_RXN_d51ef41d620fa90e,1,0
MARTS_SEQ_b42585d4f250e4ac,MARTS_RXN_bbce0c9a00867f6f,False,True,MARTS_SEQ_b42585d4f250e4ac,C20_GGPP_like::MARTS_RXN_00588b0f0a754835,0,2
MARTS_SEQ_b42585d4f250e4ac,MARTS_RXN_2f18d5d70489a2db,False,True,MARTS_SEQ_b42585d4f250e4ac,C20_GGPP_like::MARTS_RXN_2f18d5d70489a2db,0,0
MARTS_SEQ_385eff95e5dd33c3,MARTS_RXN_e7e4baa8593b105a,False,True,MARTS_SEQ_385eff95e5dd33c3,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5,3,1
MARTS_SEQ_e8e018c9ead5f191,MARTS_RXN_5298c5c71be13322,True,False,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_5298c5c71be13322,2,3
MARTS_SEQ_e8e018c9ead5f191,MARTS_RXN_2e27139e482a6dfd,True,False,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_2e27139e482a6dfd,2,2
MARTS_SEQ_73f406413650e8c0,MARTS_RXN_081cddde5cfec930,True,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_081cddde5cfec930,2,3
MARTS_SEQ_cebcce9053270af0,MARTS_RXN_9063c0c9ffabebd5,True,True,MARTS_SEQ_385eff95e5dd33c3,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5,3,1
MARTS_SEQ_e3a3f6891250598f,MARTS_RXN_e7e4baa8593b105a,True,True,MARTS_SEQ_385eff95e5dd33c3,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5,3,1
MARTS_SEQ_95f64d7d13954492,MARTS_RXN_67805eaea5cd75f4,True,True,MARTS_SEQ_385eff95e5dd33c3,C15_FPP_like::MARTS_RXN_67805eaea5cd75f4,3,3
MARTS_SEQ_95f64d7d13954492,MARTS_RXN_96dd0e42f0581580,True,True,MARTS_SEQ_385eff95e5dd33c3,C15_FPP_like::MARTS_RXN_96dd0e42f0581580,3,4
MARTS_SEQ_95f64d7d13954492,MARTS_RXN_f0b6b1822fec7bbf,True,True,MARTS_SEQ_385eff95e5dd33c3,C15_FPP_like::MARTS_RXN_67805eaea5cd75f4,3,3
MARTS_SEQ_2c6803eb46346152,MARTS_RXN_67805eaea5cd75f4,True,True,MARTS_SEQ_385eff95e5dd33c3,C15_FPP_like::MARTS_RXN_67805eaea5cd75f4,3,3
MARTS_SEQ_2c6803eb46346152,MARTS_RXN_96dd0e42f0581580,True,True,MARTS_SEQ_385eff95e5dd33c3,C15_FPP_like::MARTS_RXN_96dd0e42f0581580,3,4
MARTS_SEQ_2c6803eb46346152,MARTS_RXN_f0b6b1822fec7bbf,True,True,MARTS_SEQ_385eff95e5dd33c3,C15_FPP_like::MARTS_RXN_67805eaea5cd75f4,3,3
MARTS_SEQ_bb6bd43714c6b142,MARTS_RXN_f0b6b1822fec7bbf,True,True,MARTS_SEQ_385eff95e5dd33c3,C15_FPP_like::MARTS_RXN_67805eaea5cd75f4,3,3
MARTS_SEQ_bb6bd43714c6b142,MARTS_RXN_96dd0e42f0581580,True,True,MARTS_SEQ_385eff95e5dd33c3,C15_FPP_like::MARTS_RXN_96dd0e42f0581580,3,4
MARTS_SEQ_bb6bd43714c6b142,MARTS_RXN_67805eaea5cd75f4,True,True,MARTS_SEQ_385eff95e5dd33c3,C15_FPP_like::MARTS_RXN_67805eaea5cd75f4,3,3
MARTS_SEQ_88eed6b296da03ce,MARTS_RXN_aa1c51dc47fedf4f,True,True,MARTS_SEQ_5311f17bf71dd5a8,C15_FPP_like::MARTS_RXN_aa1c51dc47fedf4f,2,0
MARTS_SEQ_cee86f3ee697b7c5,MARTS_RXN_c9bd9d79a4994f2b,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_0fc1278d92cea627,1,2
